FID,globalid,uniq_id,timestamp,editor,scdy_edtor,wardname,wardcode,lganame,lgacode,statename,statecode,fctry_st_s,source,fctry_st_n,x,y
3934,6a15f6c6-b15b-4232-90d8-29a9153b874c,31778,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Alakia,OYSEGA02,Egbeda,31005,Oyo,OY,In Use,GRID,Fahyak On Nigeria Limited,3.96322833332096,7.39693999978124
3935,b04b9b84-fe56-44d7-acf6-8d0c399d7ea9,31777,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Alakia,OYSEGA02,Egbeda,31005,Oyo,OY,In Use,GRID,Nigeria Brewery Plc,3.96558166666063,7.39652333308538
3936,ea43955f-ee3b-4dac-98a3-4be6cd1cd8a1,31776,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Alakia,OYSEGA02,Egbeda,31005,Oyo,OY,In Use,GRID,Sword Sweet Conf Ltd,3.96569666656796,7.39809333264122
3937,541c64f9-db62-4d69-b10d-095f354c1c0c,31775,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Alakia,OYSEGA02,Egbeda,31005,Oyo,OY,UnUsed Poor,GRID,Ashminia,3.96585333296497,7.39956000009397
3938,0060957e-ace7-40d8-af5b-810e9bcc6e82,31774,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Alakia,OYSEGA02,Egbeda,31005,Oyo,OY,In Use,GRID,Dana Pharmaceuticals Ltd,3.96593000016941,7.40050333316236
3939,4b8bd2d6-24a9-4cd7-b7fd-afc195300fa9,31773,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ikoyi Ile,OYSOIE06,Ori Ire,31028,Oyo,OY,In Use,GRID,Sokoto Block Industry Gambari,4.32026830024193,8.27154329988343
3940,ee53c81a-f3f5-4dc6-aa58-7e8d704db1ab,31772,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ikoyi Ile,OYSOIE06,Ori Ire,31028,Oyo,OY,In Use,GRID,Garri Industry Gaa Ajegunle,4.27938166663068,8.25023499984542
3941,bdbb16a3-9c79-453b-bbcd-03487fcad593,31771,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Akanran,OYSONA02,Ona Ara,31026,Oyo,OY,In Use,GRID,Ajibola Block Industry Odeyale,4.00113000014943,7.31560833295822
3942,dba66f23-da2e-45a1-a05f-94a367fe9eb7,31770,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Akanran,OYSONA02,Ona Ara,31026,Oyo,OY,In Use,GRID,Oniroko Block Industry Odeyale,4.00234999975271,7.31486333277661
3943,25ed659d-e052-4f56-a59c-1f5ea9196d1c,31769,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Akanran,OYSONA02,Ona Ara,31026,Oyo,OY,In Use,GRID,Alatise Block Industry,4.00247666656497,7.31466666723293
3944,f08c6844-5cd7-417c-a71f-b8c38451ef0d,31768,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Muslim,OYSOYE07,Oluyole,31025,Oyo,OY,In Use,GRID,S Alabi Block Industry,3.95884499989688,7.32856000034377
3945,20ef74c3-7b84-46ee-a8a6-08a5f9d3e796,31309,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Idiya,OGSABN06,Abeokuta North,28001,Ogun,OG,In Use,GRID,Guinness Company,3.30129166727664,7.13625666681179
3946,3c0af984-f9b0-4b04-811f-5795ac769827,31308,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Idiya,OGSABN06,Abeokuta North,28001,Ogun,OG,In Use,GRID,Aduralagba Block Industry,3.2971116669699,7.15236666688821
3947,cbaaa251-744f-415a-a966-193dd04d065f,31307,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ososun,OGSIFO10,Ifo,28007,Ogun,OG,In Use,GRID,Oroyo Block Industry,3.26863666684875,6.77881666705559
3948,445d9e3d-2883-468c-87d7-1581c6888a4c,31306,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ilogbo Ward,OGSADO11,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Kazeem Olarenwaju,3.20772666655245,6.72422333304041
3949,61bff125-bd97-403d-9242-fbc283878182,31305,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ososun,OGSIFO10,Ifo,28007,Ogun,OG,Unused Poor,GRID,Blocks Industry On Lerin Road,3.23470333319233,6.80814166680454
3950,99ef1512-e477-4a80-905d-ffffcf3686f4,31304,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ososun,OGSIFO10,Ifo,28007,Ogun,OG,In Use,GRID,Adun Blocks Industry,3.23710499969604,6.80245833278587
3951,e6b62030-60ad-49a1-91aa-184c83985331,31303,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Osiele,OGSODA10,Odeda,28016,Ogun,OG,In Use,GRID,Kammy Block Industry,3.46637280036447,7.19905089967932
3952,2594808a-9d2d-480e-942a-a4e24d54989b,31302,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Osiele,OGSODA10,Odeda,28016,Ogun,OG,In Use,GRID,Lucky Block Industry,3.4576575000936,7.1937534998242
3953,a19d3ef2-8f38-4742-9a4d-45fe1be7bf2b,31301,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Odeda,OGSODA07,Odeda,28016,Ogun,OG,Unused Good,GRID,Quarry,3.54275333329974,7.20980166701338
3954,9e750b0c-2696-4e67-9b8c-1f032c8b9706,31300,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Sango,OGSADO16,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Veevee Company,3.24842979979547,6.71760249985556
3955,6207f7fa-3cd8-4e24-bf3e-6c41800bc1aa,31299,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Sango,OGSADO16,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Sona Agro Allied Ltd,3.24762969995072,6.7160682996124
3956,82cf3789-913c-4f08-9633-69533a4ef4dc,31298,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ososun,OGSIFO10,Ifo,28007,Ogun,OG,In Use,GRID,Oluwalonbasiri Blocks,3.28374169971971,6.77488500014272
3957,db3b0a15-f6d9-47e7-b623-1118bc01e8b2,31297,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ososun,OGSIFO10,Ifo,28007,Ogun,OG,In Use,GRID,Olu Jacob Blocks Big Ltd,3.28064629978695,6.77615600029924
3958,d3113aab-6eed-4af3-8bb9-6302d5825b2e,31296,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ososun,OGSIFO10,Ifo,28007,Ogun,OG,In Use,GRID,Woleayo Blocks Industry,3.28254299965977,6.77888660013656
3959,8d24d730-42ab-472b-950f-25ca18fff254,31295,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ososun,OGSIFO10,Ifo,28007,Ogun,OG,In Use,GRID,Jejelaye Sawmil,3.28383309961788,6.78133480026088
3960,9a93e80e-46a2-4993-94fd-d2ac9ddb0e96,31294,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ososun,OGSIFO10,Ifo,28007,Ogun,OG,In Use,GRID,Eweolaru Nigeria Enterprise Block Industry,3.28555333272016,6.77161833331945
3961,51d5bde5-b0e4-4018-be3e-5885450e6027,31293,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ososun,OGSIFO10,Ifo,28007,Ogun,OG,In Use,GRID,Ifeoluwa Block Industry,3.28679333324578,6.76801166700488
3962,d9b3f56c-eca4-47da-925d-a4ec3880a709,31292,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ososun,OGSIFO10,Ifo,28007,Ogun,OG,In Use,GRID,Alerunore Block Industry,3.28611166691996,6.77083166664812
3963,f9d560a4-4ed0-4112-9475-5800e2e80489,31291,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Sango,OGSADO16,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Hallogen,3.24776500025462,6.71569500002425
3964,d4cab774-8531-4653-851d-f385f7b59b85,31290,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Sango,OGSADO16,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Abvee Industries Ltd,3.24784129963632,6.71593810026314
3965,acbeef43-6248-42e2-86d1-1f03d19c6c81,31289,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ibogun,OGSIFO04,Ifo,28007,Ogun,OG,In Use,GRID,Ogidi Omo Block Industry,3.14090666710905,6.817998332657
3966,fbb6fc80-83c8-4f94-a8f6-395c822fa0e1,31288,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ibogun,OGSIFO04,Ifo,28007,Ogun,OG,In Use,GRID,Ola Block Industry,3.14041166676503,6.82643000024439
3967,3171da7f-656d-4fc1-86f1-263dd0deff6d,31287,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ibogun,OGSIFO04,Ifo,28007,Ogun,OG,Unused Poor,GRID,4 Litre Block Industry,3.13972166732111,6.81130333328224
3968,3e304e56-d152-4147-a19b-22c61f9d25cd,31286,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ibogun,OGSIFO04,Ifo,28007,Ogun,OG,In Use,GRID,Katami Block Industry,3.13787666677479,6.81213333288707
3969,5861c951-1799-46ab-b024-ac7d962023d4,31285,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ibogun,OGSIFO04,Ifo,28007,Ogun,OG,In Use,GRID,Showlogo Block Industry,3.13561166664516,6.81247999995207
3970,5e713b69-485c-4fbf-b38a-56b0700ea26d,31284,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ibogun,OGSIFO04,Ifo,28007,Ogun,OG,In Use,GRID,Ijebu Block Industry,3.13572977011285,6.81216258603456
3971,9bc67276-32e0-4c11-926e-c3cb0f55e377,31283,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ibogun,OGSIFO04,Ifo,28007,Ogun,OG,In Use,GRID,Like Anobi Block Industry,3.1192124401021,6.8109109806573
3972,73f94731-39f7-4cea-997e-65061899ba56,31281,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ososun,OGSIFO10,Ifo,28007,Ogun,OG,Unused Poor,GRID,Woleayo Block Industry,3.28928166741508,6.77318166710029
3973,989ed255-5374-4418-a436-3262593baabd,31280,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ososun,OGSIFO10,Ifo,28007,Ogun,OG,Unused Poor,GRID,Abata Block Industry,3.28858833328502,6.77621333297895
3974,9858156e-1a0b-4d99-948b-b9813415760c,31279,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Atan Ward,OGSADO05,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Olawale Vibrated Block Industry,3.05210333290256,6.67964999974777
3975,4cef9a49-715f-4841-8dab-9c213b4223ae,31278,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Atan Ward,OGSADO05,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Block Industry,3.05160999990164,6.68213333278715
3976,d5dd97f7-3cb4-4c58-b38d-1f20d7acb2d2,31277,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogijo,OGSSAU12,Shagamu,28020,Ogun,OG,Unused Good,GRID,Orobo Block Industry,3.60484000026582,6.72428000022188
3977,abf6dfdc-f976-4f06-b3dc-b2ae47a46bdc,31276,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogijo,OGSSAU12,Shagamu,28020,Ogun,OG,In Use,GRID,Iki Block Industry,3.60803166722769,6.72273166713279
3978,40c20c53-0801-4766-a263-99ebc3488269,31275,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogijo,OGSSAU12,Shagamu,28020,Ogun,OG,Unused Poor,GRID,Adela Block Industry,3.61065999975921,6.72035666732637
3979,9197958b-91ec-42cf-9f0a-73d8d50dcc48,31274,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ipara,OGSRMN03,Remo North,28019,Ogun,OG,Unused Poor,GRID,They Called It Koso Factories,3.65948666677627,7.00115499980342
3980,8a8b264c-0d8c-431f-a677-2f80794a3355,31273,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogijo,OGSSAU12,Shagamu,28020,Ogun,OG,In Use,GRID,Citimerit Construction Ltd,3.58259000032831,6.71760333262773
3981,7e69c88b-9354-4ad6-8c19-a76631c07d16,31272,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogijo,OGSSAU12,Shagamu,28020,Ogun,OG,In Use,GRID,Temitope Block Industry,3.58279166700186,6.73326166709234
3982,627f79c0-43fb-432b-8fc5-892faf672aff,31271,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Odelemo,OGSSAU11,Shagamu,28020,Ogun,OG,In Use,GRID,Fadai Lisa Block Industry,3.64714499964208,6.70189666679778
3983,2d44d38c-7e93-488d-813c-cfb8a4d06b44,31270,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Odelemo,OGSSAU11,Shagamu,28020,Ogun,OG,Unused Poor,GRID,Ameen Adebogun Block Industry,3.6643216667116,6.69152499967902
3984,343915b4-d111-48cd-8d26-33a1bbae221d,31269,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Odelemo,OGSSAU11,Shagamu,28020,Ogun,OG,In Use,GRID,Olusola Block Industry,3.66688833273042,6.6898050004005
3985,b691b872-79d1-406e-b356-fb916f75afdf,31268,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Odelemo,OGSSAU11,Shagamu,28020,Ogun,OG,In Use,GRID,Aranse Oluwa Block Industry,3.66841166736458,6.69429999994509
3986,6883d6f6-5bf1-4119-b660-89dfa2fa445c,31266,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Alapoti,OGSADO04,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Twins Block Industry,3.02696166724718,6.63925999964931
3987,8107d003-784a-4db9-836e-db37cd607dda,31265,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Alapoti,OGSADO04,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Owonikoko Farm Industry,3.02753666678382,6.63871833258503
3988,c7712e87-d623-46a6-89a0-8c92daf14e4d,31264,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Atan Ward,OGSADO05,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Ballo Block Industry,3.08193666724344,6.72707666695464
3989,f389a052-738a-4e6c-ad12-acf0aff329f4,31263,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ere,OGSADO07,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Idowu Adedigba Block Industry,3.0042333332018,6.55172833289629
3990,8d5e5c5c-1567-4ac4-a63f-ddbb39d1396e,31262,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Coker / Ilepa,OGSIFO03,Ifo,28007,Ogun,OG,In Use,GRID,Adewolu Cassava Flower Mills,3.14506666739283,6.75432166701137
3991,464c81d3-d9fc-48b7-bc6c-9cee77ebebe3,31261,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Coker / Ilepa,OGSIFO03,Ifo,28007,Ogun,OG,In Use,GRID,Alfa Saka Block,3.14624333316334,6.75857833272391
3992,6066f6bc-9038-4fe5-af41-957f14bdd7da,31260,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Coker / Ilepa,OGSIFO03,Ifo,28007,Ogun,OG,In Use,GRID,Aro Bale Block,3.15212833295624,6.76020666680427
3993,032a03b9-edd1-401a-b082-6be6685f294f,31259,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Coker / Ilepa,OGSIFO03,Ifo,28007,Ogun,OG,In Use,GRID,Orogan Cassava Flower Mill,3.15279333304591,6.75999999990012
3994,144cac77-a141-48d8-870d-ca9ab862dc93,31258,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ilogbo Ward,OGSADO11,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Oladunjoye Block Industry,3.14366333289655,6.72964333297347
3995,f0af573b-b33c-4b37-b340-104581be8674,31257,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ilogbo Ward,OGSADO11,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,T Ade Block Industry,3.1461600001839,6.72865166674109
3996,298a619d-bdfe-48ad-abfe-5071ce6a7fb4,31253,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Atan Ward,OGSADO05,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Ona Ara Block Industry,3.04877833335343,6.67298499995781
3997,35fac473-3348-47a1-bc02-60eaed0786e8,31252,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Atan Ward,OGSADO05,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Labule Block Industry,3.05049666708754,6.67453999972128
3998,c8cc91ff-c765-4a4f-881b-05a4961e7760,31251,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Atan Ward,OGSADO05,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Daleko Block Industry,3.07488500034253,6.70872499965907
3999,8db105bc-0dd6-41a0-9b14-a137724c1fc7,31250,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Atan Ward,OGSADO05,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Araromi Orita Block Industry,3.07781833344939,6.70893166656322
4000,ddc77b19-2458-4bbb-be6d-911a1ae6e5b2,31249,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Atan Ward,OGSADO05,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Olorun Gbebe Block Industry,3.07820666700411,6.70911833344439
4001,14b49696-eaaa-431c-b1ee-44ebbef36aa3,31248,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agbara,OGSADO03,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Bb Piston Company,3.08340166735309,6.50278500042748
4002,9d9860e3-7f3f-4f59-90b4-8767df392e4d,31247,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ere,OGSADO07,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Allau Lateef Block Industry,2.97139000034826,6.57816499981493
4003,7dba2762-80cf-4648-b4a0-8080a3f9e8cc,31246,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ketu,OGSADO12,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Akile Block Industry,3.05212166738107,6.56304166663966
4004,3b41021b-1700-4e09-bf2a-f8ff0a61dff4,31245,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ilugun,OGSODA03,Odeda,28016,Ogun,OG,In Use,GRID,Oke Anabi Block Industry,3.68164999994758,7.38334339977814
4005,d7aa72f0-516d-4763-ba91-31688d18cd7b,31244,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ere,OGSADO07,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Agboku Block Industry,2.92837833259404,6.55150999998654
4006,817c328f-ae2e-4d30-a8a9-7bd3ad0d9a47,31243,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ketu,OGSADO12,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Temitope Block Industry Odugbe,3.08976999069256,6.61696283116976
4007,00f60111-dfee-448d-a5cb-e06167308c86,31242,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ketu,OGSADO12,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Temitope Block Industry,3.08984880817599,6.61736358795929
4008,81e884d7-e831-4f01-a08a-da4f062fd82f,31241,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ketu,OGSADO12,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Olabiwonninu Enterprise Odugbe,3.08582999965483,6.61539666722246
4009,1a5c6f8e-a5c2-4702-9881-dd48ec07163c,31240,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ketu,OGSADO12,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Adeyemi Block Industry Along Aladie Road,3.0770766670546,6.61671666694065
4010,513850a5-864d-4f3a-8c4f-3009864f391e,31239,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ketu,OGSADO12,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Ona Ara Block Industry,3.08321666691569,6.61730833271343
4011,e550d737-44bd-48a5-92b5-cc6cc537b582,31238,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ketu,OGSADO12,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Odugbe Block Industry,3.08525666656197,6.6186183328698
4012,293cbe8f-2d93-40d4-b62a-f18aeb706f27,31237,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igbesa,OGSADO08,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Ilali Factory,3.1149483333989,6.55602166666665
4013,00d4d82f-f63c-4024-871f-626723fb607b,31236,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igbesa,OGSADO08,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Okeoye Factory,3.109971666859,6.56228333310941
4014,b6a475ac-4f4b-4d15-8ec6-71cbdb67be58,31235,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igbesa,OGSADO08,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Okeoye,3.10934666681527,6.56199333322581
4015,b7caff20-ae1c-490e-8d09-1b718d4e18c4,31234,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igbesa,OGSADO08,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Agabara Igbesa Factory,3.10212666661243,6.55481000018142
4016,c073cc0d-a11c-4bf6-b23d-b68d981aa266,31233,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igbesa,OGSADO08,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Agbara Igbesa Factory,3.10335500023314,6.55608333317934
4017,2d013a25-2118-4d70-853f-1c4b3836379c,31232,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igbesa,OGSADO08,Ado Odo/Ota,28003,Ogun,OG,Unused Good,GRID,African Circle,3.10370503705786,6.55546827424149
4018,0bdde7c9-6999-4462-aefe-8d10812f09a5,31231,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igbesa,OGSADO08,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Igbodu Factory,3.10587166664413,6.55434166743407
4019,7e9b9acd-f291-4f74-964b-8991835a50a8,31230,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igbesa,OGSADO08,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Quantum Factory,3.10397500004626,6.55662000001303
4020,15be6fb2-fe2b-4868-b52e-a6de13161a45,31229,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igbesa,OGSADO08,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Yemkem Factory,3.10752333273564,6.56029500041399
4021,d44cd63d-9996-4af9-ad28-caf099460c7e,31228,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igbesa,OGSADO08,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Okunye Emmanuel Olasunkanmi,3.10781666730537,6.55653000035926
4022,55dc0f63-ae5e-4855-8a39-46803fcf91a5,31227,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igbesa,OGSADO08,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Impacto Factory Igbesa,3.11299333317584,6.55523666733836
4023,9c88454c-38e0-4cb3-bc4c-e2250229b31c,31226,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igbesa,OGSADO08,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Igbesa Block Industry,3.10688666668636,6.56074999981269
4024,c0aca8f3-3570-451a-833e-7b459301b499,31225,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igbesa,OGSADO08,Ado Odo/Ota,28003,Ogun,OG,Unused Good,GRID,Igbesa Factory,3.10669166668714,6.56154333315834
4025,518b5a19-8031-4145-81a5-f494c6891b54,31223,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agbara,OGSADO03,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Evans Medical Plc,3.08044500043644,6.51203333337168
4026,73c060bb-fa46-4594-9195-4a4b318dcfda,31222,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agbara,OGSADO03,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Allan Construction Company,3.09585999993908,6.52925666716152
4027,e5d810a3-eaa2-44bb-b2dc-667de4db935b,31221,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agbara,OGSADO03,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Hayat Kimya Nigeria Ltd,3.09584166725921,6.53942333292053
4028,732f6b40-1451-400c-9c5a-3e4dc90792b0,31220,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Atan Ward,OGSADO05,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Ejima Block Industry,3.03149166660717,6.67913999961132
4029,76dc7402-4599-44c9-940b-264e15b88789,31219,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Atan Ward,OGSADO05,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Smart Faith Sawmill,3.02977333287305,6.67950166736813
4030,9813ca97-2ea0-4bad-b3c0-a15cc53a697d,31218,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Atan Ward,OGSADO05,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Oke Ore Sawmill,3.02877333262325,6.67981333281909
4031,59d25a56-da54-46bf-85b9-5b736b609d39,31217,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Atan Ward,OGSADO05,Ado Odo/Ota,28003,Ogun,OG,Unused Good,GRID,Owo Amala Block Industry,3.0272000001799,6.68042999974472
4032,6b8b814c-f3aa-4ae0-9f46-c8998ac869f2,31216,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Atan Ward,OGSADO05,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Igbede Investment Limited,3.02079833267697,6.68261499978246
4033,532da99f-4aee-4485-b730-1aea5f3b2c49,31215,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oru / Awa,OGSIUN10,Ijebu North,28009,Ogun,OG,In Use,GRID,Palm Oil Processing Factory,3.93782833291129,7.04337833264401
4034,e538c9eb-30ec-4b37-b0cd-5f7e56c2ec4b,31214,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oru / Awa,OGSIUN10,Ijebu North,28009,Ogun,OG,In Use,GRID,Ileso Palm Oil Factory,3.94200500033054,7.02685000032733
4035,6eb9735e-47b7-4ec9-a66d-db95f7642030,31213,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oru / Awa,OGSIUN10,Ijebu North,28009,Ogun,OG,In Use,GRID,Ishepitan Palm Oil Processing Factory,3.9426133332388,7.01978666742082
4036,2386f97b-59be-44c5-b553-52437b7e9844,31212,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ofada,OGSOBE10,Obafemi Owode,28015,Ogun,OG,In Use,GRID,Teledalase Block Industry,3.41346333266671,6.84445333315483
4037,429a441a-1a83-4f04-bd89-23148d9e0ff6,31211,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Odo Esa,OGSIUE08,Ijebu Ode,28011,Ogun,OG,In Use,GRID,Mae Pure Water Factory,3.93465789984225,6.81182319988079
4038,f1cdc84b-2846-4abb-9852-4d88eb1e45a3,31210,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Papa,OGSEWO09,Ewekoro,28006,Ogun,OG,Unused Good,GRID,Genesis Block Industry,3.23144500038649,6.86655833270095
4039,7716cc9e-bcc1-4426-8016-d3ad49c4ad51,31209,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogijo,OGSSAU12,Shagamu,28020,Ogun,OG,In Use,GRID,Olusayo Block Industry,3.573238332583,6.74314166675458
4040,0ef365bd-35f5-490e-a098-2e5a9182b0f1,31208,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogijo,OGSSAU12,Shagamu,28020,Ogun,OG,In Use,GRID,Big Daddy Dee Ultimate Block Industy,3.57561166684502,6.74188833288031
