FID,globalid,uniq_id,timestamp,editor,scdy_edtor,wardname,wardcode,lganame,lgacode,statename,statecode,fctry_st_s,source,fctry_st_n,x,y
106,2fc0f43d-3aad-4e8a-a541-c2f323c1c0bf,36672,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ataoja 4,OSSOSO06,Osogbo,30030,Osun,OS,In Use,GRID,Blocks Industry A4,4.54225499986842,7.7506733331079
107,08c5919c-0ef9-4937-af7f-986962b2ccf8,36673,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oke-Run,OSSBOLUW10,Boluwaduro,30005,Osun,OS,In Use,GRID,Yonbos Block Industry,4.76594833304915,7.94236499994486
108,33f6cabf-d3a1-4db1-bf6e-1c245b64f116,36674,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Obalufon,OSSADE10,Ayedade,30001,Osun,OS,In Use,GRID,Palm Oil Factory C,4.37209333304094,7.28278333278462
109,3a6b4b6c-3cb4-4fb6-93ce-f433b334e0fd,36675,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Obalufon,OSSADE10,Ayedade,30001,Osun,OS,In Use,GRID,Palm Oil Factory D,4.37361333298895,7.27793333305692
110,931b0ebd-60a3-471c-bce8-ccbc27e82026,36676,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Obalufon,OSSADE10,Ayedade,30001,Osun,OS,In Use,GRID,Olounbusi Red Oil Factory,4.3851783330137,7.30412500036851
111,f77dc049-8dc7-4931-9bbd-a27e6cef2d91,36677,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Obalufon,OSSADE10,Ayedade,30001,Osun,OS,In Use,GRID,Red Oil Factory,4.39035499978348,7.30000666657446
112,e8ef7846-e7db-49a2-84e8-870f5dd9fefa,36678,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igbajo 3,OSSBOLUW04,Boluwaduro,30005,Osun,OS,In Use,GRID,Olabode Block Industry,4.86168833334995,7.93480666669439
113,6b80ea22-9ee6-44c6-940d-1c843e4e00c9,36679,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Olonde / Olonde Ikirun,OSSIDN12,Ifelodun,30016,Osun,OS,In Use,GRID,Jimoh Palm Kernel Factory,4.60087833266897,7.94054666699515
114,cf6f1d5e-3c99-44d4-af2d-0e724f54fcac,36680,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Obalufon,OSSADE10,Ayedade,30001,Osun,OS,In Use,GRID,Palm Oil Factory G,4.3503799999371,7.32608666686622
115,073b5eed-3eb4-41b6-b535-f91a660a5161,36681,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oke-Run,OSSBOLUW10,Boluwaduro,30005,Osun,OS,In Use,GRID,Omo Aderuwe Block Industry Iresi,4.8239916669819,7.93900166679356
116,45c1a258-9354-4745-9f04-afc6e5a6fd43,36682,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ido Osun,OSSEDE06,Egbedore,30009,Osun,OS,In Use,GRID,Ayo Block Industry,4.50085666730138,7.79367333305794
117,aa212b00-09cd-46b0-b911-6071e93b24f5,36683,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ido Osun,OSSEDE06,Egbedore,30009,Osun,OS,In Use,GRID,Arry Block Industry Aduramigba,4.50102999993459,7.79681000018144
118,66ca999d-89fa-45c6-9864-d2255b9b04c8,36684,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igbajo 1 / Gbeleru Obaala 1,OSSBOLUW02,Boluwaduro,30005,Osun,OS,In Use,GRID,Ademoq Block Industry,4.80164833270442,7.91067833283881
119,68260720-6153-4e4e-9cce-8018b55e997d,36685,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ororuwo,OSSBOE11,Boripe,30006,Osun,OS,In Use,GRID,Gari Making Industry,4.69933666695368,7.89069500037402
120,5c06f1b4-9b04-4c21-a446-8e2b5ea2c45b,36686,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Baale Okuku,OSSODN02,Odo Otin,30025,Osun,OS,In Use,GRID,Akorede Block Industry Okuku,4.67879999962031,8.02389999988515
121,cf6f87b7-e129-4fec-bcaf-181c07a832ec,36687,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Okua / Ekusa,OSSODN10,Odo Otin,30025,Osun,OS,In Use,GRID,Industry,4.65000833291828,7.99272999958987
122,10f7a27f-9ca8-4760-bba8-d3d58e6f5f11,36688,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ijugbe / Amola,OSSADE04,Ayedade,30001,Osun,OS,In Use,GRID,Mr Adebayo Factory,4.4314016668535,7.60147166698391
123,a7241d9d-9860-43c2-ae72-cb220a01b857,36689,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Aro / Ojo,OSSEDE03,Egbedore,30009,Osun,OS,In Use,GRID,Odeyemi Block Industry,4.47248166729514,7.82665833341542
124,fea17c5a-600c-4780-855c-191e58c8cb24,36690,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Aro / Ojo,OSSEDE03,Egbedore,30009,Osun,OS,In Use,GRID,Agbo Oba Block Industry,4.47430166668863,7.82585166672106
125,e96fb215-90f4-4955-9f04-9902e629457d,36691,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Aro / Ojo,OSSEDE03,Egbedore,30009,Osun,OS,In Use,GRID,Erin Sawmill,4.4747666674478,7.8264116673646
126,d723b542-31fe-4e7e-afa4-0ac20ceecc06,36692,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Aro / Ojo,OSSEDE03,Egbedore,30009,Osun,OS,In Use,GRID,Palm Oil Producing Site,4.47561000040122,7.82668666655644
127,9466adb7-0cd0-4151-b123-572ab1d826d8,36693,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Aro / Ojo,OSSEDE03,Egbedore,30009,Osun,OS,In Use,GRID,Palm Oil Production Site,4.47602666709707,7.82802833274144
128,c5151694-cc08-44f6-9674-c0ff65f3b300,36694,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Aro / Ojo,OSSEDE03,Egbedore,30009,Osun,OS,In Use,GRID,Omotayo Block Industry,4.47816166662767,7.83016000028385
129,f4cbbc88-696e-4ae3-91f3-f412a2307440,36695,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oba / Ojomo,OSSODN09,Odo Otin,30025,Osun,OS,In Use,GRID,Anu Oluwa Block Industry Inisa,4.65484833308415,7.99088833283037
130,49c4971c-17fe-49a7-9bdd-1ed33fda38b7,36696,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oba / Ojomo,OSSODN09,Odo Otin,30025,Osun,OS,In Use,GRID,Ibukun Olu,4.65396500008472,7.99262333280063
131,b3e2f423-680a-4d94-a316-b0fba45f7ecf,36697,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Idogun,OSSISO06,Isokan,30022,Osun,OS,In Use,GRID,Pam Oil Factory P10,4.18338333337419,7.28997833273394
132,5997a889-a366-49c4-a3b0-6def64f88a9e,36698,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ward 1,CRSANA01,Calabar South,9009,Cross River,CR,UnUsed Poor,GRID,Strabag Constructions,8.36724719959864,4.9692017002983
133,d575d6d4-07e4-41bc-8eb9-0ff1a1389c37,36699,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ikang South,CRSKTA03,Akpabuyo,9003,Cross River,CR,In Use,GRID,Asuquo Palm Oil Processing Mill,8.52024829991916,4.88278830004009
134,a6843fd7-24f5-4b41-8752-b35e480d4331,36700,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ikang North,CRSKTA01,Akpabuyo,9003,Cross River,CR,In Use,GRID,Ikot Anasua Oil Meal Factory,8.51958333310438,4.89525666726144
135,5ae39db0-2ceb-4820-844d-cb8baeda6dee,36701,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Osolo / Oparimo,OSSODN15,Odo Otin,30025,Osun,OS,In Use,GRID,Osun State CPRP Cassava Elubo Processing Plant,4.76499833330649,8.03885166687098
136,3d184cdb-2099-42b4-abbe-abaf2e7cf3e1,36702,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oke-Run,OSSBOLUW10,Boluwaduro,30005,Osun,OS,In Use,GRID,Ayegbami Palm Oil Industry,4.77862000011294,7.94542333342014
137,45032125-d89e-4de6-bd26-7cf70fc5e726,36703,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Idogun,OSSISO06,Isokan,30022,Osun,OS,In Use,GRID,Orowe Palm Oil Making Plant,4.18537166696888,7.26379166655221
138,f535dfc2-8f9c-433c-afa8-d59c00da6fbf,36704,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Isedo 1,OSSILA05,Ila,30017,Osun,OS,In Use,GRID,Komson Metal Works,4.90463666724844,8.01023666658892
139,f1a16123-d6b8-4bc7-83df-19ca0a0bd1c2,36705,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igbajo 3,OSSBOLUW04,Boluwaduro,30005,Osun,OS,In Use,GRID,Royal Block Industry,4.8171066669392,7.91575999972423
140,00ed0028-2e97-4bef-a6a1-80990fef3bac,36706,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igbajo 1 / Gbeleru Obaala 1,OSSBOLUW02,Boluwaduro,30005,Osun,OS,In Use,GRID,Adebukola Block Industry,4.81520500011072,7.90969999995508
141,bbb836d7-4896-42d9-b884-c29fc24e42d8,36707,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oke Ode,OSSBOLUW07,Boluwaduro,30005,Osun,OS,In Use,GRID,Cash Am Gari Processing Industry,4.7859299999696,7.94678999985865
142,e8a40e63-4133-4969-8728-e30c0c834adb,36708,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Awo,OSSEDE04,Egbedore,30009,Osun,OS,In Use,GRID,Eyeranti Palm Oil Production,4.37832333255579,7.81756166663763
143,8a8bbff7-391a-460d-bc76-5c1ed55f616d,36709,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Atoba / Ikire A,OSSIRE03,Irewole,30021,Osun,OS,In Use,GRID,Palm Oil Factory F,4.29991500017718,7.31578500027757
144,11212128-298c-4953-b907-d15b36a1dbe6,36710,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ega-Aaje / Osun-Eesa,OSSORU03,Orolu,30029,Osun,OS,In Use,GRID,Palm Oil Processing Factory,4.48054499955214,7.83910333265271
145,1f912dca-fa53-4313-a369-bc74c4fb5509,36711,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ega-Aaje / Osun-Eesa,OSSORU03,Orolu,30029,Osun,OS,In Use,GRID,Block Industry 12,4.48068999994359,7.83945166706081
146,a192f5af-e9f1-4449-9155-a75552c784a9,36712,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Balogun Jagba / Elerin D,OSSION05,Irepodun,30020,Osun,OS,In Use,GRID,Mao Investment Company Aponroro Ifon,4.48170666732887,7.85738666676133
147,e0f9ae7d-f7f1-4464-a72c-a56ae23e885f,36713,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Olufon Orolu H,OSSORU10,Orolu,30029,Osun,OS,In Use,GRID,Ebu Muse Palm Oil And Kanel Factory,4.47912000038775,7.86828000002203
148,06864302-5183-45c7-9e10-ac94a865bb0a,36714,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Olufon Orolu H,OSSORU10,Orolu,30029,Osun,OS,In Use,GRID,Moruf Olofintola Palm Oil And Palm Kamel Factory,4.48359833279687,7.86331833327449
149,79db32a6-af7d-46b8-a334-d880a66d9562,36715,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Olufon Orolu H,OSSORU10,Orolu,30029,Osun,OS,In Use,GRID,Gbangbalasanta Palm Oil Industry,4.48270833312313,7.86550000042473
150,638cfaf3-a784-40d7-bbe7-44684dd65231,36716,5/13/2020 12:00:00 AM,tosin.williams, ,Ayegunle,OSSIDO04,Ifedayo,30015,Osun,OS,In Use,GRID,Ile Aworo Palm Oil Factory,4.9879500000925,7.95303166717775
151,09e3271f-afc2-40e5-9570-0055ffb63e96,36717,5/13/2020 12:00:00 AM,tosin.williams, ,Oke Ogi / Ada 2,OSSBOE07,Boripe,30006,Osun,OS,In Use,GRID,Erinwo Ajoda Plam Oil Factory,4.70149833318158,7.87752666742182
152,35cf859e-7c88-45da-9f9c-b2df9c0aceb0,36718,5/13/2020 12:00:00 AM,tosin.williams, ,Oke Ogi / Ada 2,OSSBOE07,Boripe,30006,Osun,OS,In Use,GRID,Onihaa Palm Oil,4.70096333279162,7.88260499962109
153,cd573593-acac-43ef-9ebc-d525416fb4e7,36719,5/13/2020 12:00:00 AM,tosin.williams, ,Oke Ogi / Ada 2,OSSBOE07,Boripe,30006,Osun,OS,In Use,GRID,Omodo,4.70539166739161,7.86242666715702
154,f13448c4-0842-4ab2-9ba2-f4f89acd30b9,36720,5/13/2020 12:00:00 AM,tosin.williams, ,Temidire,OSSIDO10,Ifedayo,30015,Osun,OS,In Use,GRID,Obaale Palm Oil Factory,4.99161833291976,7.95484333255382
155,ab080d87-4e83-4736-b626-573bd068ce85,36721,5/13/2020 12:00:00 AM,tosin.williams, ,Isale Ikirun / Isale / Oke Afo,OSSIDN07,Ifelodun,30016,Osun,OS,In Use,GRID,Taofeek Olutoye Block Industry,4.67134500027157,7.93007333331775
156,636a21aa-89da-4de4-810b-3a4c92bd5d2c,36722,5/13/2020 12:00:00 AM,tosin.williams, ,Isale Ikirun / Isale / Oke Afo,OSSIDN07,Ifelodun,30016,Osun,OS,In Use,GRID,Olore Palm Kernel Industry,4.67272166717123,7.93340333309737
157,0a38bc39-04ce-4648-960d-dccd150eeee3,36723,5/13/2020 12:00:00 AM,tosin.williams, ,Isale Ikirun / Isale / Oke Afo,OSSIDN07,Ifelodun,30016,Osun,OS,In Use,GRID,Dele Block Industry,4.67322499973397,7.93300499998082
158,f54e46c1-b122-43d0-9c97-38bcdcb0b245,36724,5/13/2020 12:00:00 AM,tosin.williams, ,Isale Ikirun / Isale / Oke Afo,OSSIDN07,Ifelodun,30016,Osun,OS,In Use,GRID,Taye Babalola Palm Kernel Industry,4.67232833338591,7.93253499989038
159,dac3aa05-dc8c-4dfc-9986-7ddf34d4bb38,36725,5/13/2020 12:00:00 AM,tosin.williams, ,Olonde / Olonde Ikirun,OSSIDN12,Ifelodun,30016,Osun,OS,In Use,GRID,Ola Adua Block,4.64038999999855,7.93304166713926
160,68e669ed-0c55-47bb-97fd-ade0b7b6d845,36726,5/13/2020 12:00:00 AM,tosin.williams, ,Olonde / Olonde Ikirun,OSSIDN12,Ifelodun,30016,Osun,OS,In Use,GRID,Abiola Block Industry,4.63801666663591,7.93916333342116
161,28733e7a-eb00-4aab-ba08-08bb430eaa78,36727,5/13/2020 12:00:00 AM,tosin.williams, ,Olonde / Olonde Ikirun,OSSIDN12,Ifelodun,30016,Osun,OS,In Use,GRID,Orolu,4.63731999961834,7.93973833295775
162,c07db448-f68f-4349-87d5-80c2c9bb6484,36728,5/13/2020 12:00:00 AM,tosin.williams, ,Olonde / Olonde Ikirun,OSSIDN12,Ifelodun,30016,Osun,OS,In Use,GRID,Omidiran Block Industry,4.63694166742408,7.94005500043795
163,2c065991-8f08-43ab-bb3d-34c887ec1665,36729,5/13/2020 12:00:00 AM,tosin.williams, ,Olonde / Olonde Ikirun,OSSIDN12,Ifelodun,30016,Osun,OS,In Use,GRID,Ne Block Industry,4.63672546680692,7.93974782080534
164,2c575426-438d-4cc4-8ce0-92f82084734e,36730,5/13/2020 12:00:00 AM,tosin.williams, ,Isale Ikirun / Isale / Oke Afo,OSSIDN07,Ifelodun,30016,Osun,OS,In Use,GRID,Alabi Oluwaseun Block Industry,4.66273833270793,7.9321199996383
165,fa91d144-4e86-4998-bbe0-d72705dc1541,36731,5/13/2020 12:00:00 AM,tosin.williams, ,Isale Ikirun / Isale / Oke Afo,OSSIDN07,Ifelodun,30016,Osun,OS,In Use,GRID,Abiona Elerin Block Industry,4.66423333330175,7.93618666738087
166,804f0513-2a62-42c3-9571-04cd27153286,36732,5/13/2020 12:00:00 AM,tosin.williams, ,Obaagun,OSSIDN08,Ifelodun,30016,Osun,OS,In Use,GRID,Old Inisa Road Quarry,4.66623500024514,7.93974999986267
167,735a9b14-5bb1-49f8-8099-9fe958a53c1d,36733,5/13/2020 12:00:00 AM,tosin.williams, ,Isale Ikirun / Isale / Oke Afo,OSSIDN07,Ifelodun,30016,Osun,OS,In Use,GRID,Ak Adekunle Block Industry,4.66105000035731,7.93558333290451
168,6a0f9d22-6f11-4a82-894e-bb0f130b1a1d,36734,5/13/2020 12:00:00 AM,tosin.williams, ,Isale Ikirun / Isale / Oke Afo,OSSIDN07,Ifelodun,30016,Osun,OS,In Use,GRID,Jossy,4.66190833310316,7.93075000031229
169,ca18d62d-afdf-4510-9bd5-37d2151e8507,33158,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Umudim 1,ANSNNE06,Nnewi North,4014,Anambra,AN,In Use,GRID,Factory,6.90453887456948,5.98260794240269
170,dbee1903-afcf-4a7a-bc5c-7cbee037f9af,31388,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ilogbo Ward,OGSADO11,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Jumo Block,3.20373833335742,6.71483499993536
171,e7deb538-cb65-4be2-bbae-2d5ce7866d79,35593,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Sango,OGSADO16,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Unknown,3.27223666738831,6.72639666707255
172,c570af0c-957a-40ed-86a8-84cd2af71856,35403,2/2/2018 12:00:00 AM,najib.adam, ,Aku 1,ENSGBO04,Igbo-Etiti,14007,Enugu,EN,In Use,GRID,Chikoson,7.32127110217965,6.70602989876085
173,11abc400-ac71-4def-977d-1cece5e47ae1,33274,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogboji,ANSUMZ09,Orumba South,4020,Anambra,AN,In Use,GRID,Rice Mill,7.15132331032254,6.01427556996163
174,45662653-447c-4815-9fd5-3fe72c3192fe,27772,2/2/2018 12:00:00 AM,adanna.alex, ,Egbema A,IMSEBM03,Ohaji/Egbema,17018,Imo,IM,In Use,GRID,Oil Mill,6.74597724265567,5.50942284898537
175,e0ee75fa-5749-4c0d-92c3-5d25f42d281a,32336,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Isale Ikirun / Isale / Oke Afo,OSSIDN07,Ifelodun,30016,Osun,OS,In Use,GRID,Ajinikirun B,4.65608666716599,7.92160000013996
176,c7ed42a4-1a98-4b68-aa56-8f1f5122952b,30916,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Atan Ward,OGSADO05,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Sibe Block,3.10476166671759,6.65456166658771
177,41f8c0be-011a-473c-95b4-f68f688c1cc1,29976,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ehom,CRSAKP07,Biase,9006,Cross River,CR,In Use,GRID,Oil Mill 9,8.15862329962562,5.50090169975368
178,a9391771-02cb-4e32-8d85-4cdc029ad2be,29018,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ikeji Arakeji,OSSOIE06,Oriade,30028,Osun,OS,In Use,GRID,Welder Factory,4.95046666730292,7.43219333315585
179,f896e3f4-f4be-4135-aa73-d8c74f0536e3,28720,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kuru A,PLSBUU10,Jos South,32006,Plateau,PL,In Use,GRID,Kavitex,8.8523183330247,9.68560000013997
180,3f302b98-620b-4eaa-8954-46f988f5c0b4,28552,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iware,OYSAFO10,Afijio,31001,Oyo,OY,In Use,GRID,Idowu Oko,3.9774382997378,7.66233999989112
181,75001eb7-78c2-4417-a789-cbdacf2b7e44,34424,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Wigbeke 3,EBSHKW39,Ohaukwu,11012,Ebonyi,EB, ,GRID,R and C,8.06262999987462,6.63218666718097
182,c352e0b1-60ce-42b8-945f-c85f46965ec8,33561,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ishaga / Ire-Akari,LASOIO14,Oshodi/Isolo,25016,Lagos,LA,In Use,GRID,Evans,3.33007967913392,6.52697704585404
183,31c23f10-8bfd-4b2f-8da6-aa46aa998d97,32505,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ariam 2,ABSKWU04,Ikwuano,1005,Abia,AB,Unused Good,GRID,Johnny Kelle Farms,7.6165133327242,5.34530666686925
184,c741dbee-12d7-4109-af65-8d1bebd00806,30940,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iju,OGSADO10,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,No Name,3.17425833275593,6.61812833275638
185,8699ceb3-2d24-4351-94e3-a3b322349d72,29045,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Idogun,OSSISO06,Isokan,30022,Osun,OS,In Use,GRID,Palm Oil Produce 9,4.16586333302644,7.27363666729843
186,3e4c6d77-58c3-401e-b708-9e28c8dc9a74,35919,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Akanbi 5,KWSFUF05,Ilorin South,24007,Kwara,KW, ,GRID,Alubarika Block Industry,4.57835332724432,8.54786480991311
187,0349f1c5-098c-4b6d-89fd-2ef107a0ad36,35918,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Wara / Osin / Egbejila,KWSLRN12,Ilorin West,24008,Kwara,KW, ,GRID,Qumous Block Industry,4.46984166695938,8.4444499997677
188,273a6547-ef42-42c5-ac25-ee21b085de72,35913,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igangan 3,OYSIBAN05,Ibarapa North,31013,Oyo,OY,In Use,GRID,Sapoto Lafun Processing Igangan,3.17388170028028,7.68653499959061
189,8851e41b-9154-48c8-a41f-e429f7e571d4,35912,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Adena,KWSKMA01,Kaiama,24011,Kwara,KW, ,GRID,Paper Mill,4.69854333270871,9.07972500020867
190,2c0531f0-d789-43cc-af80-81af0026e26e,35911,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oke Igboho,OYSOLE10,Orelope,31027,Oyo,OY,In Use,GRID,Tobacco Production Center,3.74665999955937,8.85122000000302
191,26606cbd-efcf-46b4-9b4e-0361d6ee1e5e,35910,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Otuilesan,OYSIWU09,Itesiwaju,31017,Oyo,OY,In Use,GRID,Onilude Ayanlere Ban,3.39852499992884,8.26218000030684
192,56a6c7f5-282b-4f72-8e54-3302674bb0f4,35909,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Otuilesan,OYSIWU09,Itesiwaju,31017,Oyo,OY,In Use,GRID,Paul Jenfa Ban,3.40447666736435,8.26279833277687
193,223f7ad1-d438-4786-8648-0417476fc947,35908,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Olopomewa,OYSINW10,Ibadan North West,31008,Oyo,OY,In Use,GRID,Ultimate Block Industries,3.86195000029232,7.41244333339318
194,4b440bde-ad52-4e88-9e66-02440cddae77,35907,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Okeamu,OYSIWU07,Itesiwaju,31017,Oyo,OY,In Use,GRID,Ola Oluwa Block Industry,3.51665400028196,8.12748749964845
195,aa25666d-b557-4e92-a2ca-ea9053df2106,35906,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Obaago,OYSOLE08,Orelope,31027,Oyo,OY,In Use,GRID,Gari Industry,3.72294329979349,8.73689830021641
196,15c6cbff-1abd-4de2-8471-34ca2d3e1d29,35905,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Afonta,OYSINW02,Ibadan North West,31008,Oyo,OY,In Use,GRID,Tayo Super Bakery,3.85601666733538,7.40014333274866
197,e4ad8a98-8b62-4ddd-91f5-840aae0faba7,35904,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Olopomewa,OYSINW10,Ibadan North West,31008,Oyo,OY,In Use,GRID,Gabol Feedmill Factory,3.83696833302218,7.42867500005127
198,8f19f797-0c83-4e7e-a0d1-993bd5f980ac,35903,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Olopomewa,OYSINW10,Ibadan North West,31008,Oyo,OY,In Use,GRID,Prime Block Industry,3.83620666660443,7.43087666722448
199,6d9168b6-099c-4eba-bd4b-997ced953132,35902,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Olopomewa,OYSINW10,Ibadan North West,31008,Oyo,OY,In Use,GRID,Alhaji Ibo Block Industry,3.83605531879795,7.43047689609193
200,46732ddd-cd45-4255-aa3d-a92cc4048043,35901,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Olopomewa,OYSINW10,Ibadan North West,31008,Oyo,OY,In Use,GRID,Ade Super Block Industry,3.8360936739839,7.43118455822082
201,9312473c-3498-4f3e-b764-3aea0dd91b1b,35900,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Olopomewa,OYSINW10,Ibadan North West,31008,Oyo,OY,In Use,GRID,Adehun Oluwa Concrete Blocks,3.8357783330037,7.43103500006526
202,297d4c1d-d53f-42cc-b63f-9c656f19aa21,35899,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Olopomewa,OYSINW10,Ibadan North West,31008,Oyo,OY,In Use,GRID,Oluponle Multi Investment Ltd,3.83556101273058,7.43125466487095
203,c9487482-b65b-4798-81e5-fb87552b29c9,35898,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Olopomewa,OYSINW10,Ibadan North West,31008,Oyo,OY,In Use,GRID,Ema Block Industry,3.83563333261225,7.43153000040923
204,5e50f3ec-3734-40db-b601-d347a2db2756,35897,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Olopomewa,OYSINW10,Ibadan North West,31008,Oyo,OY,In Use,GRID,Oore Ofe Block Industry,3.83606333265675,7.43172333306541
205,e6f86f27-4734-4973-98c6-f3b2c1fa165b,35896,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Olopomewa,OYSINW10,Ibadan North West,31008,Oyo,OY,In Use,GRID,Rock Of Ages Block Industry,3.83549666713753,7.43186833255754
206,98ccca24-59f0-46f0-94c0-2ccb06fe5e32,35895,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Olopomewa,OYSINW10,Ibadan North West,31008,Oyo,OY,In Use,GRID,Waalo Steel Construction,3.83571333270419,7.43241666719547
207,5c91121d-4b33-401e-a5bf-54f9e5a7f8f2,35894,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Olopomewa,OYSINW10,Ibadan North West,31008,Oyo,OY,UnUsed Good,GRID,Iya Ni Wura Block Industry,3.83668333336919,7.43309666707756
208,50e2d57a-3088-46d2-a649-c8d62aea9401,35893,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Samonda,OYSIBN10,Ibadan North,31006,Oyo,OY,In Use,GRID,Nishola Block Industry,3.87688855696138,7.44508295631346
209,fdc9debd-bc6a-4dd2-8311-a96dfb7a845b,35892,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Olopomewa,OYSINW10,Ibadan North West,31008,Oyo,OY,In Use,GRID,Ibiwunmi Bakery,3.82974333258875,7.42891000009649
210,617d9dd3-9bda-4079-8b41-5b59f6f362f9,35891,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Olopomewa,OYSINW10,Ibadan North West,31008,Oyo,OY,In Use,GRID,Alaja,3.82792833342592,7.42260833270842
211,3489e2b5-2848-447a-a2d5-5c1fc4e1f5a4,35890,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Otuilesan,OYSIWU09,Itesiwaju,31017,Oyo,OY,In Use,GRID,Friesland Campina Wamco Nigeria Plc,3.43069169996204,8.29267500005125
