FID,globalid,uniq_id,timestamp,editor,scdy_edtor,wardname,wardcode,lganame,lgacode,statename,statecode,category,alt_name,source,poi_name,x,y
104,df183ae3-6207-4bc4-b1c3-f5f96f17d654,16710,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Mowe,OGSOBE13,Obafemi Owode,28015,Ogun,OG,Local Government, ,GRID,Ofada Mokoloki Local Council Area Secretariat,3.44229500031406,6.82011999973827
105,d09d4c28-5d93-4ba1-9607-a6d17705f33d,16711,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ayede / Ikia,OYSIJA02,Iwajowa,31018,Oyo,OY,Local Government, ,GRID,Government Hall Okuta Apa,3.24178166679053,7.97147333322778
106,46259bd1-1bb4-4505-91e7-c58234a001d9,16712,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Balogun / Joloko,OYSIJA03,Iwajowa,31018,Oyo,OY,Local Government, ,GRID,Government Viewing Centre,3.24480833333797,7.96992500013869
107,479ac372-de25-4b92-87b9-b9b185e949f3,16713,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Balogun / Joloko,OYSIJA03,Iwajowa,31018,Oyo,OY,State Government, ,GRID,Oyo State Fadama II Project Iganna,3.24623333340168,7.97064166717922
108,8b63e7f3-8bc1-4cd8-ae93-8dbdd6180b9c,16683,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ayetoro 2,OGSYEN02,Yewa North,28004,Ogun,OG,Local Government, ,GRID,Yewa North Local Government Education Authority,3.02330999975675,7.23590166732811
109,1d0827aa-ccdf-4524-a185-5f06dad48e17,16684,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Imeko,OGSION07,Imeko Afon,28013,Ogun,OG,Local Government, ,GRID,Imekp Afon Local Government Secretariat Building,2.83820793444869,7.43500036727318
110,e8903144-48b5-4f3d-88eb-f5d96df16802,16685,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Joga / Iboro,OGSYEN09,Yewa North,28004,Ogun,OG,Federal Government, ,GRID,Joga Orile Police Station,3.13828166656572,7.10810333260275
111,cf66548e-a77e-4de3-bf2d-e51e92795b79,16686,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Abalabi,OGSEWO01,Ewekoro,28006,Ogun,OG,Federal Government, ,GRID,Oteyi Police Station Oyeruku Town,3.09154999993262,6.88177166732862
112,bfaacfc5-b570-4fc6-be9c-f838474ef3cf,16687,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Idofoi,OGSYEN05,Yewa North,28004,Ogun,OG,Federal Government, ,GRID,INEC Office,3.05504500002678,7.2407916671018
113,f5fb94c0-18cf-4562-ae2f-dea34a336f6d,16688,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Idofoi,OGSYEN05,Yewa North,28004,Ogun,OG,Federal Government, ,GRID,INEC Office At Ayetoro,3.05529499986437,7.24109166744654
114,f0269d85-237c-47eb-a062-99cf1b6212e5,16689,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Imeko,OGSION07,Imeko Afon,28013,Ogun,OG,Local Government, ,GRID,Imeko Afon Local Government Education Authority,2.83163166716776,7.45775333285007
115,e738a2ef-9b1a-4084-8486-dc6e349c39d1,16690,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Imeko,OGSION07,Imeko Afon,28013,Ogun,OG,Local Government, ,GRID,Imeko Afon Lgea,2.83125499961858,7.45814833307918
116,d04795ea-a59e-4381-b528-08ab54191852,16691,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Imeko,OGSION07,Imeko Afon,28013,Ogun,OG,Local Government, ,GRID,Staff Quarter,2.84933666705359,7.46337999968728
117,30eee558-9419-4b67-b32d-50d9db7957cb,16692,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Imeko,OGSION07,Imeko Afon,28013,Ogun,OG,Federal Government, ,GRID,Nigeria Immigration Service,2.83739500037899,7.4472749998414
118,34a0cd4a-f52f-4fea-8435-cbcac16a26d4,16693,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Imeko,OGSION07,Imeko Afon,28013,Ogun,OG,Federal Government, ,GRID,Nigeria Custom Office,2.837638332643,7.44758833263552
119,eb8ad724-d38f-4390-9b9c-a2f0b682321d,16694,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Imeko,OGSION07,Imeko Afon,28013,Ogun,OG,Federal Government, ,GRID,Nigeria Agricultural Quarantine Service,2.83892166700139,7.4474416666996
120,5bc13716-8be5-4079-8a9d-b74332d8e83e,16695,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Imeko,OGSION07,Imeko Afon,28013,Ogun,OG,Local Government, ,GRID,Imekp Afon Local Government Is Secretariat Building,2.83825166668112,7.43489666734735
121,7922783b-477e-48f2-8849-b69ed8040668,16696,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Papa,OGSEWO09,Ewekoro,28006,Ogun,OG,State Government, ,GRID,Grade 2 Customary Court Papalanto,3.19654666719498,6.88873833300772
122,d343b285-b0b8-495f-884d-89b76b53f088,16697,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Elere,OGSEWO04,Ewekoro,28006,Ogun,OG,Federal Government, ,GRID,Onigbedu Police Station,3.13052999975974,6.96984333290357
123,7807f47c-2a3c-442d-bf95-06911bdd415c,16698,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Elere,OGSEWO04,Ewekoro,28006,Ogun,OG,Federal Government, ,GRID,Fadama Iii Af,3.12211666665087,6.97153666728343
124,964c4e4e-50e5-442e-adb4-853d0c7accb8,16699,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Joga / Iboro,OGSYEN09,Yewa North,28004,Ogun,OG,Federal Government, ,GRID,Nigeria Security And Civil Defence,3.09534666691519,7.09493666699365
125,fa73ce28-3825-42ee-8598-b77f100c049b,16700,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Joga / Iboro,OGSYEN09,Yewa North,28004,Ogun,OG,State Government, ,GRID,Alhaji BT Ogunseye Memorial Hall,3.09795833321056,7.09639000019843
126,4021340a-4c14-4672-8c2c-e2a7c86a471b,16701,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Joga / Iboro,OGSYEN09,Yewa North,28004,Ogun,OG,Federal Government, ,GRID,Nigeria Security Ams Civil Defence,3.09534666691519,7.09493666699365
127,f9bd9511-1d3f-43e9-a3f1-323439f163b7,15739,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ngbo 1,EBSHKW15,Ohaukwu,11012,Ebonyi,EB,Local Government, ,GRID,Ngbo East Development Centre,8.03898166657069,6.50633666690368
128,fc07e13c-b749-4e9d-9256-d66288eac60f,12074,2/27/2019 12:00:00 AM,racheal.olarewaju, ,Isheri Oshun,LASAMO27,Alimosho,25003,Lagos,LA,State Government, ,GRID,Isheri Oshun Water Works,3.2778687202653,6.51569246073853
129,7a72babd-4447-4b90-b0ba-376024c3c762,12075,2/27/2019 12:00:00 AM,racheal.olarewaju, ,Ijanikin,LASOJO06,Ojo,25015,Lagos,LA,Federal Government, ,GRID,Federal Road Safety Corps,3.13850991809829,6.49326309011957
130,c381d3e9-6590-4254-bf3f-964bad6f5483,12156,2/27/2019 12:00:00 AM,racheal.olarewaju, ,Agbowa 1,LASEPE01,Epe,25007,Lagos,LA,State Government, ,GRID,Lagos State Mot VIS,3.7145694963852,6.64898472686372
131,9c90052d-1b99-4b1a-bd9a-5de5f3615c7d,12374,2/27/2019 12:00:00 AM,racheal.olarewaju, ,Alausa,LASIKA04,Ikeja,25011,Lagos,LA,State Government, ,GRID,Lagos State House Of Assembly Service Commission,3.36468753130458,6.60540571730007
132,7f73d2b6-34ac-4aeb-a16e-5d2c5efa7262,12376,2/27/2019 12:00:00 AM,racheal.olarewaju, ,Ilamoshe,LASOIO12,Oshodi/Isolo,25016,Lagos,LA,Federal Government, ,GRID,Nigerian Aviation Handling Company Plc,3.32058834127895,6.56876930665823
133,314f3d20-9c7d-4345-9ad4-3430377eae6c,12414,2/27/2019 12:00:00 AM,racheal.olarewaju, ,Botanical Garden,LASLMD08,Lagos Mainland,25019,Lagos,LA,State Government, ,GRID,Lagos State Internal Revenue Sevice,3.37379333339567,6.48168833334995
134,937a902c-a7c7-4a0d-bc63-19667ef11a29,12455,2/27/2019 12:00:00 AM,racheal.olarewaju, ,Ikoyi 2,LASEOA12,Eti Osa,25008,Lagos,LA,Federal Government, ,GRID,Nigeria Communications Commission Ikoyi,3.42682950837514,6.45333739200709
135,746859c0-169f-4aef-97c2-6751aeb6b0d3,12456,2/27/2019 12:00:00 AM,racheal.olarewaju, ,Ikoyi 2,LASEOA12,Eti Osa,25008,Lagos,LA,Federal Government, ,GRID,Ikoyi Club Hotel,3.42790398508089,6.45283588416879
136,9013f6b5-e24c-4768-b826-8ecae591dc46,12496,2/27/2019 12:00:00 AM,racheal.olarewaju, ,Ajele,LASLID01,Lagos Island,25020,Lagos,LA,Federal Government, ,GRID,Corporate Affairs Commission,3.39711333321378,6.45022833317108
137,fcefe9f6-75f6-48c5-9d19-48fc481c7b02,12497,2/27/2019 12:00:00 AM,racheal.olarewaju, ,Odam,LASLID13,Lagos Island,25020,Lagos,LA,State Government, ,GRID,Health Service Commission,3.39717299333904,6.44851715264451
138,876b927d-7515-406e-94c1-9a6dba242f90,12498,2/27/2019 12:00:00 AM,racheal.olarewaju, ,Ajele,LASLID01,Lagos Island,25020,Lagos,LA,State Government, ,GRID,City Hall Federal Inland RevenueLagos Inland Revenue,3.39697833328353,6.44999000023836
139,53ba1048-9371-47af-88d3-aee92d772de0,12537,2/27/2019 12:00:00 AM,racheal.olarewaju, ,Oke-Olowogbowo,LASLID15,Lagos Island,25020,Lagos,LA,Local Government, ,GRID,Lagos Island Local Government,3.38217166668909,6.45930166703835
140,cbce59ca-d62e-448c-aa67-a55dcf902172,12538,2/27/2019 12:00:00 AM,racheal.olarewaju, ,Apese / 6 Extension,LASEOA05,Eti Osa,25008,Lagos,LA,Local Government, ,GRID,Iru Victoria Island Lcda,3.45258833288528,6.4245533326702
141,862b23cb-b556-47f0-aee9-361678e46d1e,12579,2/27/2019 12:00:00 AM,racheal.olarewaju, ,Ajara Vetho,LASBDY03,Badagry,25006,Lagos,LA,State Government, ,GRID,Nigeria Civil Defense Service Corps Ibereko,2.9081115715918,6.44035356936178
142,89883a49-c2b4-40ec-b7be-f43fe56ba43b,12580,2/27/2019 12:00:00 AM,racheal.olarewaju, ,Alafia,LASAPA03,Apapa,25005,Lagos,LA,State Government, ,GRID,Lagos State Ministry of Transport Iganmu Mechanic Village,3.34282666711704,6.47530333298249
143,b1ce3259-e6c3-4f40-aeaf-d70be1b8fa08,12581,2/27/2019 12:00:00 AM,racheal.olarewaju, ,Igbedi,BYSKMK01,Kolokuma/Opokuma,6003,Bayelsa,BY,State Government, ,GRID,Igbedi Information Center,6.20212999959983,5.02230000044472
144,dd40edf4-af46-4d89-86c0-b07d1fe4cf60,12640,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Kpiri-Kpiri,EBSUGB10,Ebonyi,11004,Ebonyi,EB,State Government, ,GRID,Ebonyi State Community and Social Development Agency,8.0985616666876,6.32731166689996
145,dacfafdc-aced-4dbb-9559-9779e28eaf56,12644,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Adabo,OYSSWT01,Saki West,31032,Oyo,OY,State Government, ,GRID,High Court Of Justice Saki West,3.38383166679802,8.67121499977247
146,b8d905af-0d71-4374-b12a-1337746a5109,12645,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Akinmorin,OYSAFO01,Afijio,31001,Oyo,OY,Federal Government, ,GRID,National Youth Service Corps Afijio Local Government Office Jobele Oyo State,3.9190107997087,7.76083400038885
147,ba2c39b0-8397-4716-9a2b-9ae0d3882c00,12646,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ajegunle,OYSSWT03,Saki West,31032,Oyo,OY,Local Government, ,GRID,Ministry Of Women Affairs Community Development And Social Welfare Office Secret,3.40534120003639,8.65436020006325
148,c5232054-80b7-4b0b-bbf7-3b94589524c1,12649,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Basorun,OYSINE05,Ibadan North East,31007,Oyo,OY,Federal Government, ,GRID,Nigeria Security and Civil Defence Corps,3.9361083327334,7.40459000002852
149,99130654-54a1-48f5-ac45-2df96fc66043,12651,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Sabo / Tara,OYSOGN09,Ogbomosho North,31021,Oyo,OY,Local Government, ,GRID,Oyo State Environmental Health Management,4.24333166702286,8.14426499992987
150,84a6e7d8-b60d-4ba2-a981-a422dcba1db1,12652,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ikoyi Ile,OYSOIE06,Ori Ire,31028,Oyo,OY,Local Government, ,GRID,Local Education Office,4.17790333337217,8.24256000024388
151,9847c99c-26fe-472d-9aa4-6d320c0fac00,12683,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ogep,CRSBJE04,Boki,9007,Cross River,CR,Local Government, ,GRID,Department Of Environment Sanitation,8.79640829980326,6.43536500029455
152,f63d025c-5ec7-4d30-ac97-c3b18307e018,12684,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Mbube West 1,CRSGGJ08,Ogoja,9016,Cross River,CR,Local Government, ,GRID,Women Development Center Boki Local Government,8.91836500004479,6.49078666657147
153,d9c82c04-9bd2-4281-b5b2-35d6faf7b0e1,12689,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Yala Nkum,CRSKMM01,Ikom,9011,Cross River,CR,State Government, ,GRID,Cross River State Water Sanitation And Hygiene Committee,8.71734833305919,6.01407499956161
154,8d56e214-a2f7-4296-ba04-ccc39f98ccbe,12690,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Yala Nkum,CRSKMM01,Ikom,9011,Cross River,CR,State Government, ,GRID,Cross River Agricultural Development Program,8.71593166701285,6.00577833280386
155,8962f4f1-a6bb-440d-9208-c7a51f09071d,12691,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Urban 1,CRSGGJ04,Ogoja,9016,Cross River,CR,Federal Government, ,GRID,Nigeria Security and Civil Defence Corps,8.79544666732988,6.64430666671933
156,82351f59-a55d-47fa-a6a2-1525af7387e7,12692,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Urban 1,CRSGGJ04,Ogoja,9016,Cross River,CR,State Government, ,GRID,Ministry Of Trade and Investment Trade Department Area,8.79210166685851,6.64885666700161
157,a6d92497-3ae1-4bbb-bb80-01fea7238573,12693,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Urban 1,CRSGGJ04,Ogoja,9016,Cross River,CR,State Government, ,GRID,Cross River State Water Board,8.78608333267971,6.64205833282585
158,6a99110d-f1a4-4233-936b-2a0fada76c3c,12694,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Obubra Urban,CRSBRA03,Obubra,9013,Cross River,CR,Local Government, ,GRID,Independent National Electoral Commission Office,8.33745999957938,6.06642499991386
159,06576266-c8a0-45ba-9d72-f5cb364e7c38,12698,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Akamkpa Urban,CRSKAM05,Akamkpa,9002,Cross River,CR,Local Government, ,GRID,Budget Planning Research Statistics,8.349620000063,5.32010166735813
160,3f3882af-6f99-4bc0-ae6e-efeccf78e340,12732,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ojodu / Isheri,OGSIFO08,Ifo,28007,Ogun,OG,State Government, ,GRID,OPIC House and Event Center,3.39209590040554,6.65039749974488
161,ee433969-e2fb-4f04-9c79-83165fb990ab,12733,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Isara 3,OGSRMN06,Remo North,28019,Ogun,OG,State Government, ,GRID,Magistrate Court Isara Remo,3.68713166729265,7.00201499989237
162,0ba0fa1d-0f80-44cf-b11f-493e0a34100c,12734,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Isara 3,OGSRMN06,Remo North,28019,Ogun,OG,Local Government, ,GRID,Ministry Of Education Science and Technology Zonal Education Office Isara,3.68457499993633,7.00045833278585
163,6ec17893-da14-4ecc-8221-08a0acdb5753,12735,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Agbado,OGSIFO01,Ifo,28007,Ogun,OG,State Government, ,GRID,Ogun State Urban and Regional Planning Board,3.29899333287608,6.68291333278415
164,c897ff64-2661-40d1-81fc-68016270525b,12750,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Dokka,PLSSHD02,Shendam,32016,Plateau,PL,Federal Government, ,GRID,Plateau State Judiciary Grade 1,9.36201329977399,9.06085170004599
165,e53e8277-929c-4277-8f13-25397659c9dc,12755,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ega-Aaje / Osun-Eesa,OSSORU03,Orolu,30029,Osun,OS,Federal Government, ,GRID,INEC Office Irepodun,4.47928166701536,7.8392283330212
166,b9340f25-b577-49ac-ba94-adfc570507a2,12756,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Aragan,OSSIEW02,Ilesha West,30019,Osun,OS,Local Government, ,GRID,Ilesha West Central Local Government Area Ereja Square,4.74072333261574,7.62541000017143
167,f2684efc-d5b7-4a45-88d0-7d22d8685cf5,13061,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Elero,OYSKAA02,Kajola,31019,Oyo,OY,Local Government, ,GRID,Customary Court,3.34962999972475,8.08913499998033
168,13f5715e-85d8-4e79-8dce-f663f7da86c5,13196,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Afonta,OYSINW02,Ibadan North West,31008,Oyo,OY,Federal Government, ,GRID,Afonta Barrack,3.87836666738787,7.39163000042424
169,6ae12df5-65d8-4e99-990a-935882ab0c6f,13277,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Gyel B,PLSBUU08,Jos South,32006,Plateau,PL,Federal Government, ,GRID,The Nigeria Police Out Post Rantya Gyel Jos,8.8275799998172,9.85870000030479
170,2c770107-b49b-442e-8f9b-c3845b13bbb9,13431,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Jenta Adamu,PLSJJN08,Jos North,32005,Plateau,PL,State Government, ,GRID,Shari Customary Court of Appeal,8.88929329974604,9.90912829963139
171,e6fda7a7-4595-44fc-86c2-2641c5a2a665,13432,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Jenta Adamu,PLSJJN08,Jos North,32005,Plateau,PL,State Government, ,GRID,Plateau State Internal Revenue Service,8.88950500015568,9.91155999989411
172,0b0f6d2c-3713-40d4-8ffd-1fd1f0e40534,13651,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Gidigbo 1,OSSIWO01,Iwo,30023,Osun,OS,State Government, ,GRID,Ministry Of Women Children And Social Welfare Iwo Zone,4.17277833265399,7.62874666662543
173,097edfa1-a949-49f8-9984-e148584c8cff,13653,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ogbon Ayesan,OSSISH08,Ife South,30014,Osun,OS,State Government, ,GRID,Osun State Fadama Project Building,4.67854333310839,7.19424166711929
174,9e5b85a8-f981-4bdf-92c9-445132f715c4,13743,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Abayom,CRSKMM10,Ikom,9011,Cross River,CR,Federal Government, ,GRID,Nkonfap Police Station,8.66875333319979,6.35786999960084
175,8e5f090e-00ad-48ed-b8c8-47225a105901,13784,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ooh,CRSCKK08,Yala,9018,Cross River,CR,State Government, ,GRID,Monitoring Station,8.64866000015894,6.58906833263751
176,5d539575-d115-4f06-8d03-5133f677cebd,13832,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ehom,CRSAKP07,Biase,9006,Cross River,CR,State Government, ,GRID,Iwuru Obio Ntan Health Centre Staff Quarters,8.17446499956014,5.42317670014467
177,ef09bb3e-0f7b-49c6-a4f1-b65ee73dff8c,15254,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Nasarawa East,NASNSW08,Nasarawa,26009,Nasarawa,NA,Federal Government, ,GRID,INEC Office,7.71473590883517,8.53099405173413
178,da9efc79-c159-465a-a5d0-c1c093bf5171,14045,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Umudike,ABSKWU18,Ikwuano,1005,Abia,AB,Federal Government, ,GRID,American Quarters,7.54282999970479,5.48843166698788
179,1fda9c2d-b2d0-464a-a2cc-556ae5004e03,14349,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Oke Agbo,OGSIUN08,Ijebu North,28009,Ogun,OG,Federal Government, ,GRID,INEC Office,4.01037859029975,6.95032426735111
180,af755091-4807-405c-bdd9-24241a8ea473,14876,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Alekuwodo,OSSOSO02,Osogbo,30030,Osun,OS,State Government, ,GRID,State Library Board,4.54418333339419,7.78642499971403
181,a6e11bb5-8ef3-4a0a-80a1-19581b21d51e,14877,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Modakeke 2,OSSIET04,Ife East,30012,Osun,OS,State Government, ,GRID,High Court Of Justice,4.53943666666891,7.47314000011096
182,703428dc-3b74-4092-b387-7eb02f27e305,15033,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ipong,CRSUDU03,Obudu,9014,Cross River,CR,State Government, ,GRID,Bituel Water Board,9.17177333297298,6.61189833324153
183,eae6863f-3fc5-46a6-8d9a-4e3fa382b3ef,15036,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Abia,CRSEFE07,Etung,9010,Cross River,CR,State Government, ,GRID,Camp 3,8.8623833331244,5.94360499997083
184,e231d14f-59f1-460e-a1bc-74a497389da1,15037,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Urban 1,CRSGGJ04,Ogoja,9016,Cross River,CR,Federal Government, ,GRID,Federal Road Safety Office Ogoja,8.79434670024006,6.65769830043627
185,eb8d26d0-367d-433f-a492-d85e074c06fb,15038,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ooh,CRSCKK08,Yala,9018,Cross River,CR,State Government, ,GRID,Ministry Of Information,8.63818500003777,6.59634330030309
186,8315f08e-ba03-4576-b13b-acb2b8e46f72,15039,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Urban 1,CRSGGJ04,Ogoja,9016,Cross River,CR,State Government, ,GRID,Magistrate Court Ogoja,8.79345330022966,6.64999500006923
187,26ed2a38-0fd6-4e3a-adc4-9df31a2ed04c,12155,2/27/2019 12:00:00 AM,racheal.olarewaju, ,Agbowa 1,LASEPE01,Epe,25007,Lagos,LA,State Government, ,GRID,Lasema,3.71200463980233,6.6549624287731
188,7fc568ac-8356-4921-b67b-e0dcd4b8a467,15040,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Obubra Urban,CRSBRA03,Obubra,9013,Cross River,CR,Federal Government, ,GRID,National Youth Service Corps Camp House,8.3483283325865,6.0512733326982
189,ac6146a9-310b-47f4-b084-7aef30b1e294,15041,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Obubra Urban,CRSBRA03,Obubra,9013,Cross River,CR,Federal Government, ,GRID,Nysc Camp,8.34868666655649,6.05100833306818
190,25c11ac2-bda5-44cd-a89f-8a6040dbd507,15042,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ovonum,CRSBRA02,Obubra,9013,Cross River,CR,State Government, ,GRID,Government Toilet,8.28340499974098,6.00012166728118
191,ae507724-8c4e-4b86-8068-fc71ba50c755,15251,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ota 3,OGSADO15,Ado Odo/Ota,28003,Ogun,OG,Local Government, ,GRID,Ado Odo Ota Local Government Educational Authority,3.24049500044396,6.6912633329365
192,d7d34849-e8b4-4f3f-9f14-eb7da59fd5fd,15253,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Nasarawa East,NASNSW08,Nasarawa,26009,Nasarawa,NA,Local Government, ,GRID,Local Government Abbatoir Kwata,7.70280666719401,8.5309450000118
193,fd6872c1-345d-4d17-bce7-295b971c98fd,15261,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Yashikira 1,KWSKSB10,Baruten,24002,Kwara,KW,Local Government, ,GRID,Baruten Local Govt District Office Yashikira,3.397348333259,9.76835999991414
194,bada6262-e67d-48db-bdc4-5af58c7070cc,13684,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Gidigbo 3,OSSIWO03,Iwo,30023,Osun,OS,State Government, ,GRID,Ossadep,4.16561060014914,7.64630930023407
195,3ddb2c78-ca6a-4d5f-94c8-174c43aefc20,13685,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Molete 2,OSSIWO09,Iwo,30023,Osun,OS,State Government, ,GRID,VIO Office,4.20387833331847,7.64774000020088
196,28df6ab6-a48f-490d-b460-0bbae4f2cb55,12107,2/27/2019 12:00:00 AM,racheal.olarewaju, ,Ajao Estate,LASOIO04,Oshodi/Isolo,25016,Lagos,LA,Federal Government, ,GRID,FIRS,3.33233956841639,6.54756481536401
197,3f1c3ff2-6ffa-4d8b-be05-117515372f54,15664,2/27/2019 12:00:00 AM,adanna.alex, ,Lau,TRSLAU08,Lau,35010,Taraba,TA,Local Government, ,GRID,Lau Local Government Secretariat,11.281328333236,9.20647833260904
198,9cf8b916-ecf2-4a64-9e6d-a84a5a6b9073,16357,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ogui Township,ENSENU05,Enugu North,14004,Enugu,EN,State Government, ,GRID,Police Station,7.48709333329077,6.4438250001237
199,c82571b0-3a88-4511-9f0a-398b1deff6a0,12857,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Umuakuma,EBSBZR16,Ohaozara,11011,Ebonyi,EB,Local Government, ,GRID,Government,7.83765333323481,5.99906499984991
200,05013d4f-f252-475b-b7fe-0507598764cd,15802,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Mgbom Okposi / Obioha,EBSBZR08,Ohaozara,11011,Ebonyi,EB,Local Government, ,GRID,Enu Akwa Magistrate Court,7.82110333265274,6.03409166719672
201,47344a83-e71f-4f54-a735-7781f47e9337,15925,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ilese,OGSINE04,Ijebu North East,28010,Ogun,OG,Local Government, ,GRID,Abattoir Guard Post,4.00634499962206,6.87918833327501
202,7093c2d5-a415-4c6f-9aac-1d6f8c6b9061,15689,2/27/2019 12:00:00 AM,adanna.alex, ,Ukanu / Awhum,ENSUDD17,Udi,14016,Enugu,EN,Federal Government, ,GRID,National Library Building,7.40113333343663,6.51197666708958
203,38772617-e1f6-4b81-b84a-b5b6004bac0e,16230,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Mbulujodo 1(East),ENSNKW04,Enugu East,14003,Enugu,EN,Federal Government, ,GRID,Mdgs Building,7.59969833341142,6.49874000005099
