FID,globalid,uniq_id,timestamp,editor,scdy_edtor,wardname,wardcode,lganame,lgacode,statename,statecode,source,plc_st_nam,x,y
333,05f2588c-33cc-4a80-9742-dd31a47e5178,2889,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Badia,LASAPA06,Apapa,25005,Lagos,LA,GRID,Ijora Badia Police Station Fadaini Street,3.36157187234409,6.46867633494497
334,da2b3ae3-c2db-497f-aa8d-d08f308653c8,2888,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oregun,LASIKA15,Ikeja,25011,Lagos,LA,GRID,Oregun Police Post,3.36335266219567,6.60331185006186
335,2bb9e22d-64c5-4f94-a820-e3a444cb3068,2887,2/2/2018 12:00:00 AM,racheal.olarewaju, ,G R A,LASIKA06,Ikeja,25011,Lagos,LA,GRID,Police Officers Mess,3.35637848987545,6.57797947687141
336,09e4c5f4-f74f-4c79-8153-0010b7ff53f4,2886,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Alausa,LASIKA04,Ikeja,25011,Lagos,LA,GRID,Lagos State Police Command HQ Rapid Response Squad,3.36197615177804,6.61499225109156
337,288e4fd4-d30a-460e-a405-93e8ea0bf822,2885,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Alausa,LASIKA04,Ikeja,25011,Lagos,LA,GRID,Alausa Divisional Headquarters,3.36099212888371,6.61823281868971
338,bd7c8a0e-a685-4a9f-8c11-a8293ffe68f3,2884,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Umagbae South,EDSEHR03,Uhunmwonde,12018,Edo,ED,GRID,Ute Police Station,5.68572731976002,6.43531171276538
339,7f12de38-a409-4c85-b950-a55f3b025a69,2883,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogbia-Ward 1,BYSGBB05,Ogbia,6005,Bayelsa,BY,GRID,Nigeria Police Ogbia Div HQ,6.31556290570359,4.68883344520737
340,e95fb8ed-3812-48e6-9bf3-c063b1ec8c37,2881,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Nnobi 1,ANSJJT05,Idemili South,4011,Anambra,AN,GRID,Nigerian Police Station Umuagu Nnobi,6.93943571398705,6.0719148888611
341,d9eb5eff-bcc4-4121-8276-e16e8a3fedd1,2879,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ukpor 3,ANSUKP15,Nnewi South,4015,Anambra,AN,GRID,Divisional Headquarters Ukpor,6.92243050716223,5.93774656705045
342,316e4cc1-18a7-4597-9b4d-09b0f2c83ce1,2878,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogbuike 2,ANSHTE13,Oyi,4021,Anambra,AN,GRID,Ogbunike Police Station,6.86529041542036,6.1775793171318
343,c2f3ee2a-a015-4410-9d1c-25789f784da0,2877,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Awka 6,ANSAWK04,Awka South,4006,Anambra,AN,GRID,The Nigeria Police,7.06419644640891,6.21077554395623
344,6c604001-3f5e-49d8-b8b6-3372dc1c16e3,2876,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Awka 5,ANSAWK10,Awka South,4006,Anambra,AN,GRID,The Nigeria Police B Division Awka,7.08241952234312,6.23594075925865
345,6cddb141-ecb0-484f-9ff2-76c85d40f7d7,2875,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iyiowa / Od / Ohi,ANSATN05,Ogbaru,4016,Anambra,AN,GRID,Iyiowa Odekpe Police Station,6.76453364870895,6.10756243735665
346,189e5bdf-5f79-4c15-854a-f76eea8240b0,2874,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ojojouno / Obiofia,ANSJJT12,Idemili South,4011,Anambra,AN,GRID,Ojoto Police Station,6.90901296217851,6.09119806314015
347,09ea9702-5834-425d-86dc-dfdedab6e664,2873,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Uga 2,ANSAGU17,Aguata,4001,Anambra,AN,GRID,Aguata Area Command 2,7.08937930371195,5.94273420082277
348,ea1fdfec-ce73-4629-93f0-2b58c002ed77,2872,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Uga 2,ANSAGU17,Aguata,4001,Anambra,AN,GRID,Aguata Area Command 1,7.0884141710772,5.94419654793239
349,51509844-c924-48f2-a025-d4479072efd9,2871,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Obosi 1,ANSGDD08,Idemili North,4010,Anambra,AN,GRID,The Nigerian Police Force Divisional Headquarters Obosi,6.81698582733412,6.09909794721256
350,dac4c252-37e8-460d-b975-22f9d3539c1c,2870,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Orsumogha,ANSHAL13,Ihiala,4012,Anambra,AN,GRID,Orsumoghu Police Station,6.92702771735532,5.86286023611103
351,338cd95b-9b3d-4501-9580-9b84ab1d86de,2869,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ikun 1,EKSMBA05,Moba,13015,Ekiti,EK,GRID,Police Post Ikun Ekiti,5.199897007441,7.99422333284059
352,8ed23896-dbd9-490e-bd2c-90c1183d229b,2868,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oboro 4,ABSKWU13,Ikwuano,1005,Abia,AB,GRID,Isiala Oboro Police Station,7.56664166697942,5.40781833274991
353,fa6ef95e-7858-4d9d-8f55-12a5db8be8e0,2867,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ahwol,PLSJJN02,Jos North,32005,Plateau,PL,GRID,The Nigeria Police Nepa Out station,8.85124669997526,9.98976330033611
354,645fcb20-31a5-4f0d-a249-5d9e2285a775,2454,2/2/2018 12:00:00 AM,najib.adam, ,Ajebo,OGSOBE01,Obafemi Owode,28015,Ogun,OG,GRID,Ajebo Police Station,3.70992997398918,7.10583127099642
355,0e511e3c-a78a-4a32-82e9-53d5853a4d0d,2866,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ngotlong,PLSSHD11,Shendam,32016,Plateau,PL,GRID,The Nigeria Police Out post Turniang 2,9.38058999992859,8.69022333314035
356,53971b1c-e722-48fe-b000-35b5839dcd4e,2865,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ngotlong,PLSSHD11,Shendam,32016,Plateau,PL,GRID,The Nigeria Police Out post Turniang 1,9.38043166708781,8.69023500004528
357,e6522206-9426-4f91-8efc-86f62b98c043,2864,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ngotlong,PLSSHD11,Shendam,32016,Plateau,PL,GRID,The Nigeria Police Out post,9.38061166729466,8.68998500020763
358,70dad1f3-d8f0-4980-9d06-dee659722fd2,2863,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Adiabo Efut,CRSDUK07,Odukpani,9015,Cross River,CR,GRID,Area Command Headquarters Tinapa Calabar,8.31938000038673,5.0599283003508
359,e9f7e506-4c57-43bc-be4a-606568ef06b9,2862,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ode Omu Rural,OSSADE06,Ayedade,30001,Osun,OS,GRID,Police Post Ayedaade LGA,4.4184683330472,7.58766333329623
360,7944df0a-2e8c-444a-b4c0-efe463abbb7c,2861,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Alekuwodo,OSSOSO02,Osogbo,30030,Osun,OS,GRID,Nigeria Police Force IGP X Squad Osun Annex,4.54383666722845,7.78716166677754
361,5fad63a9-e94a-41c1-83e3-1efaed485523,2860,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Hinna,GMSYDB03,Yamaltu/Deba,16011,Gombe,GO,GRID,Shinga Police Outpost,11.5029232998704,10.2841533000348
362,4c333faa-733c-48ee-8b52-ed092604694a,2859,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Naraguta B,PLSJJN15,Jos North,32005,Plateau,PL,GRID,Head Quarters Sector 2 Operation Save Heaven Bauchi Road,8.89212670018713,9.95171499994734
363,4603f5f3-ef13-468f-829e-11b63e62fcef,2858,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Angwan Rogo / Rimi,PLSJJN04,Jos North,32005,Plateau,PL,GRID,The Nigeria Police Post Bauchi Road,8.89211669972593,9.95612500006877
364,b5ece95b-9297-411a-bf4c-39f6a9da4572,2857,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Akamkpa Urban,CRSKAM05,Akamkpa,9002,Cross River,CR,GRID,The Nigeria Police Akamkpa Area Command Headquarters,8.34980166671357,5.34959333306591
365,d5cb3acd-5cfc-4fa1-9955-eb56b3a91c3c,2855,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Mbube West2,CRSGGJ01,Ogoja,9016,Cross River,CR,GRID,Odajie Mbube Police Post,8.85820910016986,6.5549221995999
366,65ff919d-4b52-460e-8952-21fd41a5154a,2854,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Awak,GMSKLT01,Kaltungo,16007,Gombe,GO,GRID,Nil Police Out post,11.4836783296912,9.97590000008501
367,5f385cf8-a0cc-4c71-9a87-195dd450ac6b,2853,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Tongo,GMSFKY09,Funakaye,16005,Gombe,GO,GRID,Tongo Police Out Post,11.3649199999581,10.7085099997367
368,c90ebf5b-8790-46e5-a5c6-6da75587e949,2852,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kulishin,GMSSHM07,Shomgom,16010,Gombe,GO,GRID,Lau Iyaka Police Outpost,11.2451216699292,9.90541666714552
369,9ed49ae5-eb46-4400-9a56-046a0ca8713b,2851,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kwa,PLSQAP09,Qua'An Pan,32014,Plateau,PL,GRID,Gwan Police Out post,9.26402999998459,9.01973500007023
370,35efc7ba-6c44-45de-8d9b-3351a5fb2e95,2850,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Mandar,PLSBKK09,Bokkos,32003,Plateau,PL,GRID,Butura Kampani Out post,8.93462669956256,9.33652169981661
371,0bb897ef-24f4-4fe7-b008-40b4844c662a,2849,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Tunkus,PLSTNK16,Mikang,32012,Plateau,PL,GRID,Divisional Headquarters Mikang Tunkus,9.60499669963804,9.01524499985692
372,51f3bcbe-9738-4258-8f1c-f5353cfb1d96,2799,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Jiblik,PLSPKN05,Pankshin,32013,Plateau,PL,GRID,Abwor Dyis Police Station,9.28111330033857,9.25870330021718
