FID,globalid,uniq_id,timestamp,editor,scdy_edtor,wardname,wardcode,lganame,lgacode,statename,statecode,source,plc_st_nam,x,y
702,22513700-39a3-419b-be6d-b95b4ac6e97a,2743,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Isia,OYSKAA08,Kajola,31019,Oyo,OY,GRID,The Nigeria Police Divisional Headquarters,3.34424493125863,8.03625952215924
703,d613c47c-b6a4-43b8-8a93-efcb6c3d32d9,2525,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Alesinloye,OYSISW02,Ibadan South West,31010,Oyo,OY,GRID,Iyaganku Police Station,3.87401322383124,7.38393732284919
704,591f0747-daa3-4c40-bc4f-e19bd191c4e5,2740,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ofiki,OYSATIB08,Atisbo,31004,Oyo,OY,GRID,Ago Are Police Post,3.41605578494659,8.48858601882978
705,49798ce9-aa6b-4e16-834a-9ba7b0d3ef65,2739,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ajegunle,OYSSWT03,Saki West,31032,Oyo,OY,GRID,Tede Police Station,3.4459713209198,8.55352335861613
706,916d3c08-eb2d-45e5-a227-81345b33d265,2738,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Onipe,OYSOYE09,Oluyole,31025,Oyo,OY,GRID,The Nigeria Police Division Headquarter Challenge,3.87006897540294,7.33784833333397
707,cc2cb97c-56d0-4413-aba4-fb16686b0b57,2737,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Gwaria,KWSKMA05,Kaiama,24011,Kwara,KW,GRID,Moshe Gada Police Station,3.86444833312413,9.2142816672652
708,410eb965-f861-4823-b67c-89fe14efb7e4,2736,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Gwaria,KWSKMA05,Kaiama,24011,Kwara,KW,GRID,Gwaria Police Station Gwaria,3.85674000015092,9.39288000011197
709,4e39854e-a47a-4013-a5ae-c34c457c45da,2735,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Yashikira 1,KWSKSB10,Baruten,24002,Kwara,KW,GRID,The Nigeria Police out post Chikanda,3.36615500005325,9.82298333261474
710,f5a47476-f148-4e25-8211-f690f6895840,2734,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Yashikira 1,KWSKSB10,Baruten,24002,Kwara,KW,GRID,Yashikira police station HQ,3.3947033326927,9.76969333298098
711,0ec50a4b-cbe8-4a74-b426-130cf6966fd1,2732,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Obantoto,OGSODA05,Odeda,28016,Ogun,OG,GRID,Police Barracks Eleweran,3.41217800001476,7.18415770031766
712,e7341844-3e9c-48b4-98a6-21241ee1b862,2730,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ososun,OGSIFO10,Ifo,28007,Ogun,OG,GRID,Police Post,3.27935280039145,6.77560149990933
713,e28943b0-a730-4910-bc5f-8ea9de9414be,2728,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ofada,OGSOBE10,Obafemi Owode,28015,Ogun,OG,GRID,Ofada Police Post,3.42618340034369,6.86436200030613
714,25f9442e-d384-4792-9fad-0943da05136b,2727,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Idiiroko,OGSIKA04,Ipokia,28014,Ogun,OG,GRID,The Nigeria Police Divisional Headquarters,2.74249096488614,6.63252267458182
715,11f3c33f-ec1d-4628-ac75-79dca8bf3b6b,2726,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Itori,OGSEWO05,Ewekoro,28006,Ogun,OG,GRID,Itori Police Post,3.21929333302097,6.92736333265174
716,e4469b31-67ea-4803-ad5e-9cde50140461,2725,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Odo-Egbo / Oliworo,OGSIUE09,Ijebu Ode,28011,Ogun,OG,GRID,The Nigerian Police Station Etitale Ijebu Ode,3.92054066162228,6.81921285718767
717,ec0dc135-6778-4670-a4d8-e17b85d639e3,2724,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Eggua,OGSYEN04,Yewa North,28004,Ogun,OG,GRID,Police Station Igan Alade,2.90475999977423,7.05616666695818
718,a7e5438d-00f8-4ea8-8d75-92e4ca08a6c5,2723,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Itori,OGSEWO05,Ewekoro,28006,Ogun,OG,GRID,Itori Police Station,3.22042612536546,6.9340053808437
719,b98db0e4-45b0-4798-893e-ccc90bdc8f6e,2722,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Alajo / Surulere,EKSEFO01,Efon,13002,Ekiti,EK,GRID,Ita Odo Police Station,4.92468332637446,7.68061123362156
720,c07bbacd-d5c6-45aa-a1c5-45e1c6bb65fb,2721,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Awo,EKSIPN03,Irepodun/Ifelodun,13013,Ekiti,EK,GRID,Awo Police Station,5.15021333327877,7.71091999995809
721,ebea34f7-b69e-4305-85f6-bbb9378db1ee,2720,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ekute,EKSADO03,Ado-Ekiti,13001,Ekiti,EK,GRID,Nigeria Police Station Elekute,5.21559960114075,7.60703273637171
722,3f983cae-6b23-4430-b938-16cf0fdea778,2719,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ipoti A,EKSIJO10,Ijero,13009,Ekiti,EK,GRID,Division Headquarters Ipoti Ekiti,5.07371944169893,7.87281561744686
723,9fc31a75-fa52-45bb-ad59-d4a3afe39504,2718,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iludun 1,EKSIME06,Ilejemeje,13012,Ekiti,EK,GRID,The Nigeria Police Iludun,5.24932930580286,7.9441116128607
724,1689ffd9-300b-4a4f-bcc9-cfc7184b9e96,2717,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igbemo,EKSIPN04,Irepodun/Ifelodun,13013,Ekiti,EK,GRID,Nigeria Police Station Igbemo Ekiti,5.38564666735988,7.67953166675306
725,57f0b1ae-d350-474c-899c-66d840e16ad5,2716,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Afao,EKSIPN01,Irepodun/Ifelodun,13013,Ekiti,EK,GRID,Afao Police Station,5.30857833292379,7.69587166664417
726,f3426673-56a7-4d7d-9b5a-a6c766cd49d6,2715,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Are,EKSIPN02,Irepodun/Ifelodun,13013,Ekiti,EK,GRID,Are Police Station,5.30482318943871,7.70300613142786
727,d936daca-c5e9-419f-be4a-c9ba51eba55a,2714,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ijan,EKSGBN05,Gbonyin,13007,Ekiti,EK,GRID,Ijan Police Post,5.3855713851114,7.61172054606641
728,51a110a2-0ba4-4a89-a028-87964086cec1,2713,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ijan,EKSGBN05,Gbonyin,13007,Ekiti,EK,GRID,Nigeria Police Station,5.38644890938969,7.62430666332193
729,53f8b6b0-9646-48a3-addf-9ea5080d3027,2712,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ugba Urban 4,ABSUMA15,Umuahia North,1016,Abia,AB,GRID,Bende Police Station,7.49283193784373,5.52876057973702
730,2cba3123-758b-4d28-9ebd-e19e9ee6bcf3,2711,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Umuanyi / Absu,ABSMBL17,Isuikwuato,1008,Abia,AB,GRID,Abia State University Uturu Police Station,7.39543166673809,5.82901500004226
731,db93beb4-26e1-4b52-99a8-5bbd7506454a,2710,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Itumbuzo 1,ABSBND11,Bende,1004,Abia,AB,GRID,Itumbauzo Police Station,7.68490833285335,5.50015666719651
732,5416d352-a264-4b09-b5a5-249844b3cdc5,2709,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Urban 5,ABSUMA20,Umuahia North,1016,Abia,AB,GRID,The Nigerian Police World Bank Housing Estate,7.49929833315161,5.5148266674168
733,0e922c40-0634-47c3-b239-3d05c389b9ac,2707,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ubakala A,ABSAPR12,Umuahia South,1017,Abia,AB,GRID,Ubakala Police Station,7.43641833283982,5.47436666678828
734,0f92b436-282f-4911-9464-2c45e7ac9fc7,2706,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Urban 1,ABSUMA17,Umuahia North,1016,Abia,AB,GRID,Zone 9 Police Station,7.52299833340641,5.52101666688571
735,e6b933cd-82d8-4049-a9a6-02f4075fa598,2705,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Urban 2,ABSUMA18,Umuahia North,1016,Abia,AB,GRID,Umuagu Police,7.48874999961282,5.55078666737086
736,f235ec0d-50ff-4901-91f7-90d9cb991fb2,2704,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogbor 2,ABSEZA07,Aba North,1001,Abia,AB,GRID,Divisional Police Headquarters Ogborhill Aba,7.39288666718596,5.11110833308317
737,e7e55d54-368a-4c8e-98fd-ab78b6e20a2d,3049,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Muri B,TRSKLD10,Karim Lamido,35008,Taraba,TA,GRID,Is A Police Station Outpost Old Muri,10.8831013807242,9.18802499965403
738,65021053-8983-415c-84b1-6b6fa140387a,3006,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Lekki 2,LASIUI07,Ibeju Lekki,25009,Lagos,LA,GRID,Akodo Police Station,3.94915084603474,6.43725178064523
739,e19cc93b-ae82-4344-a2f8-0eef6638be6b,3229,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Abagana 3,ANSABN03,Njikoka,4013,Anambra,AN,GRID,Abagana Police Station,6.98923080785556,6.18353684365047
740,b9956318-1093-4fcd-a31c-8e08e287ca2d,3228,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Olunloyo,OYSONA10,Ona Ara,31026,Oyo,OY,GRID,Divisional Headquarter Ogbere Ibadan,3.94094459082027,7.35470353773815
741,0656ecdb-0d86-4ed6-a92d-827d7aa52619,3227,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agbabor / Agbabor-Isu,EBSNCA02,Onicha,11013,Ebonyi,EB,GRID,Nigerian Police Agba Police Station,7.85707666685477,6.21998333276463
742,0bed4bc8-d403-4986-9d67-38e27ad2c89d,3226,2/2/2018 12:00:00 AM,adanna.alex, ,Akpakwume / Nze,ENSUDD04,Udi,14016,Enugu,EN,GRID,Ezi Nze Police Station,7.28549980157464,6.65179944928519
743,bc4ca2f5-01c1-43d0-9e9d-d54e1bf0b018,3225,2/2/2018 12:00:00 AM,adanna.alex, ,Ihe,ENSAWG10,Awgu,14002,Enugu,EN,GRID,The Police Post,7.46180550891717,6.23674936129402
744,ea37e0da-50dc-45eb-8369-75d137018f54,3224,2/2/2018 12:00:00 AM,adanna.alex, ,Oji River 2,ENSJRV05,Oji-River,14014,Enugu,EN,GRID,The Nigeria Police Divisional Headquarters Oji River,7.26917917397975,6.2554583139501
745,42d5aff0-d2e2-4fff-a155-29e92b7f5fdf,3223,2/2/2018 12:00:00 AM,adanna.alex, ,Oduma 3 /,ENSDBR15,Aninri,14001,Enugu,EN,GRID,Police Post Oduma,7.64013693467183,6.0848079681133
746,a853b59a-d048-44e9-a402-261c8e514eb6,3222,2/2/2018 12:00:00 AM,adanna.alex, ,Mbuluiyiukwu 2 / Emene,ENSNKW01,Enugu East,14003,Enugu,EN,GRID,Ogbeke Nike,7.53946972964434,6.57057954211223
747,a3851c74-a176-40f7-8812-4197074f8d18,3220,2/2/2018 12:00:00 AM,adanna.alex, ,Amaigbo 2,IMSAMG07,Nwangele,17015,Imo,IM,GRID,The Nigeria Police Divisional Headquarter,7.06834666656545,5.69342166737607
748,2866c028-f3ea-4db7-bbda-39a722ffac13,3219,2/2/2018 12:00:00 AM,adanna.alex, ,Onicha 3,IMSETU14,Ezinihitte,17004,Imo,IM,GRID,The Nigeria Police Onicha Divisional Police Station,7.33659496978208,5.54044843614645
749,15e6f94d-5fe2-4c21-9d0e-b56f9a6eb13a,2772,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ibokun Road,OSSOSO10,Osogbo,30030,Osun,OS,GRID,Iludun Police Division Osogbo,4.58606999963081,7.78271333305395
750,8ba3318e-8e9d-4b8a-b04f-dc6682d94b42,3221,2/2/2018 12:00:00 AM,adanna.alex, ,Ahiato,IMSABB01,Aboh-Mbaise,17001,Imo,IM,GRID,Enyiogugu Police Station,7.19947166728366,5.46954500020166
751,65a45128-03f0-4095-9fb7-dab33351af11,2442,2/2/2018 12:00:00 AM,najib.adam, ,Oru / Awa,OGSIUN10,Ijebu North,28009,Ogun,OG,GRID,Awa Police Station,3.93302359066621,6.95561399868711
752,69a9aabf-e7f0-443b-a287-eada0e5ebbc3,3264,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Anaku,ANSNKK01,Ayamelum,4007,Anambra,AN,GRID,Divisional Police Headquarters Anaku,6.93706179696443,6.48128692994788
753,add41ef3-9389-4691-8b1b-5ee32953aeb0,3266,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Akarabata,OSSICL01,Ife Central,30011,Osun,OS,GRID,The Nigerian Police Post,4.49221166703484,7.49410500014568
754,90666d2d-f5ee-49d9-9252-ab6e5f7ccc7b,3267,2/2/2018 12:00:00 AM,racheal.olarewaju, ,More,OSSIET06,Ife East,30012,Osun,OS,GRID,Ilode Police Post,4.57636666728791,7.48042166682649
755,7e2314a4-6a5c-4653-8be8-d43833be6295,3268,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Akogun,OSSOLA02,Olorunda,30027,Osun,OS,GRID,Police Command HQ Ring Road,4.55028166676556,7.79864666671034
756,d8dc24d4-d82e-4e9d-bc4b-ad1c592f04b9,3269,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Akogun,OSSOLA02,Olorunda,30027,Osun,OS,GRID,The Nigeria Police Housing Estate,4.55572166672158,7.80389999978519
757,300102bb-786a-464c-981f-a2aeb4940fbb,3270,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Akogun,OSSOLA02,Olorunda,30027,Osun,OS,GRID,Nigerian Police Mobile Force,4.57491999985814,7.79527666688472
758,2afff230-e6c3-4219-927f-79dd7d21d6c5,3271,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Big Qua / Four,CRSCAL10,Calabar Municipal,9008,Cross River,CR,GRID,Police Commissioners Resident,8.33004949958479,4.97537410003474
759,dbe3b88e-04e9-4f6f-8101-f6cd3a008dd6,3272,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Edim Otop / Two,CRSCAL02,Calabar Municipal,9008,Cross River,CR,GRID,Otop Abasi Police Station,8.33133166662316,4.96419166711178
760,ea84caa5-5381-4f67-8bc9-e522aa0653eb,3273,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Akim / One,CRSCAL01,Calabar Municipal,9008,Cross River,CR,GRID,Atakpa Police Station,8.32146140032341,4.95919279990784
761,f7aba12f-bf0e-4076-8674-654dd2d85157,3274,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Akim / One,CRSCAL01,Calabar Municipal,9008,Cross River,CR,GRID,Nsidung Marina Police Station,8.31140000020991,4.95609329996586
762,bfcf77ed-1480-4e86-bc1e-991cacb84c79,3275,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Olumbanasa 1,ANSNZM05,Anambra West,4003,Anambra,AN,GRID,Community Police Owelle Inoma,6.70555650912564,6.53347151260027
763,60fec4c9-4257-49dd-93a9-0a42750c2605,3276,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Atani 1,ANSATN03,Ogbaru,4016,Anambra,AN,GRID,Nigerian Police Division Atani,6.74741591781043,6.02277307331872
764,861e59b1-a922-4f98-982c-a758e53f059b,3277,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Fegge 5,ANSFGG08,Onitsha South,4018,Anambra,AN,GRID,The Police Force Fegge Divisional Headquarters,6.77169831632426,6.13550962986557
765,1f1dfac5-d32b-4f52-bb3b-cf18f922602a,3278,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Bridge Head 1,ANSFGG01,Onitsha South,4018,Anambra,AN,GRID,The Nigeria Police Force Divisional Police Headquarters,6.76714295788128,6.13212892361099
766,8771d1d2-b5ae-464d-9a7a-6a7b52c07bc9,3279,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ikija 1,OSSISH03,Ife South,30014,Osun,OS,GRID,Faforiji Police Post,4.70501333339865,7.28988333284957
767,197267f7-f2b3-4699-b636-d57405f2deff,3280,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ukpo 2,ANSKPP07,Dunukofia,4008,Anambra,AN,GRID,Base 15 Special Protection Unit,6.98304530679553,6.19127641637357
768,17145b48-3e10-40e2-9fe3-cba3e3f00d8a,3281,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ikot Omin / Ten,CRSCAL08,Calabar Municipal,9008,Cross River,CR,GRID,Police Mobile Force 11Th Squadron Calabar,8.33353169972821,5.02074499978198
769,20e5525b-65fb-48b2-ae9c-acde2b2e1e11,3282,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kasuk / Seven,CRSCAL09,Calabar Municipal,9008,Cross River,CR,GRID,The Nigeria Police Force Zone 6 Headquarters,8.33362669961252,5.01678000039675
770,19346f0d-7862-4fb1-9037-e4ca56f7cb97,3283,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kasuk / Seven,CRSCAL09,Calabar Municipal,9008,Cross River,CR,GRID,The Nigeria Police Post Esuk Utan,8.32461209956881,5.01690909987514
771,df66e12e-8480-4735-9732-adfa1f70a857,3284,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kasuk / Seven,CRSCAL09,Calabar Municipal,9008,Cross River,CR,GRID,Federal Housing Police Station,8.33673833320756,5.02130333308241
772,0364e68f-9c02-42ed-9477-03c17dfe67f6,3285,5/13/2020 12:00:00 AM,tosin.williams, ,Ibara 2,OGSABS06,Abeokuta South,28002,Ogun,OG,GRID,Office Of The Area Commander Nigeria Police,3.34414494913017,7.13502251637607
773,f5e9fcfd-5e2e-49e4-b0f2-be858887f6e2,3286,5/13/2020 12:00:00 AM,tosin.williams, ,Ijeun Titun / Ago-Egun / Ijesa,OGSABS10,Abeokuta South,28002,Ogun,OG,GRID,Kemta Police Station Oke Ola Street Kemta Idi Aba,3.38427333284807,7.14272500015869
774,967e386f-9d3a-4fc4-a2bd-274422b3187a,3287,5/13/2020 12:00:00 AM,tosin.williams, ,Soyindo / Oko / Epe / Itula 1,OGSSAU15,Shagamu,28020,Ogun,OG,GRID,The Nigeria Police Area Command Shagamu,3.65794921458462,6.86852586677537
775,7691b964-4574-40d4-b209-8b6e1b7aae1b,3288,5/13/2020 12:00:00 AM,tosin.williams, ,Iporo / Sodeke / Sale-Ijeun 1,OGSABS11,Abeokuta South,28002,Ogun,OG,GRID,The Nigerian Police Ibara Divisional Headquarters,3.33928111333279,7.14211154291343
776,221319ec-1cf1-4db6-acbb-3cb00f049f4f,3290,5/13/2020 12:00:00 AM,tosin.williams, ,Oke-Iroko / Eesa Ikirun,OSSIDN11,Ifelodun,30016,Osun,OS,GRID,Olonde Police Station,4.67383333264223,7.91486333337616
777,32e92ab3-b448-4ba4-bb69-32617f399bac,3291,5/13/2020 12:00:00 AM,tosin.williams, ,Molete 3,OSSIWO10,Iwo,30023,Osun,OS,GRID,Police Post Odo Ori,4.18923333335169,7.65585333296497
778,e81f6b92-030a-429f-9543-cb4e1c8b664a,3292,5/13/2020 12:00:00 AM,tosin.williams, ,Akepe / Eketa,OSSOSO01,Osogbo,30030,Osun,OS,GRID,Oke Baale Police Station,4.57810500014568,7.76736833318211
779,971ff363-7009-46da-a577-239b027cf7ed,3293,5/13/2020 12:00:00 AM,tosin.williams, ,Ikpakapit,CRSGEP01,Yakurr,9017,Cross River,CR,GRID,The Nigeria Police Force Ugep,8.07651669958608,5.81378169956582
780,a54b0dae-5b92-43e6-b266-8376533f9d34,3294,5/13/2020 12:00:00 AM,tosin.williams, ,Ikpakapit,CRSGEP01,Yakurr,9017,Cross River,CR,GRID,Ugep Police Station,8.07661833286983,5.81368499996285
781,a838fc7f-50d6-4970-96d9-526636a161e6,3295,5/13/2020 12:00:00 AM,tosin.williams, ,Urban 2 / ObudunUrnan 2,CRSUDU10,Obudu,9014,Cross River,CR,GRID,Regional Police Headquarters Obudu,9.16972329959066,6.66594669968049
782,e6d95932-1b34-45e7-a97f-a8f7dbd9cbf1,3296,5/13/2020 12:00:00 AM,tosin.williams, ,Imabana 2 / 2,CRSTGD01,Abi,9001,Cross River,CR,GRID,Ibalebo Police Post,8.10295499967356,5.93240499969102
783,6dadb704-6062-417a-86d2-83fe4501277a,3297,5/13/2020 12:00:00 AM,tosin.williams, ,Oke Amola / Amola Ikirun,OSSIDN09,Ifelodun,30016,Osun,OS,GRID,Nigeria Police Force Obaagun,4.67511499965758,7.9296383330427
784,58513e3b-a08a-4cac-a361-b9efc0c9e037,3298,5/13/2020 12:00:00 AM,tosin.williams, ,Begiaba,CRSUDU06,Obudu,9014,Cross River,CR,GRID,Igwo Police Outstation,9.12079829980172,6.63081999984314
785,f2305f73-74f6-4a4c-b776-930c30234fae,3299,5/13/2020 12:00:00 AM,tosin.williams, ,Eporo / Ogbontioro 2,EKSEME02,Emure,13006,Ekiti,EK,GRID,Divisional Police Headquarter Ariyasi,5.46077412542559,7.42682863433407
786,3179bbc9-7153-4242-9723-2bb60469a34e,3300,5/13/2020 12:00:00 AM,tosin.williams, ,Ekpa Omaka / Inyimagu 1,EBSCHR06,Ikwo,11007,Ebonyi,EB,GRID,Agubia urban Police Station,8.11387166674405,6.06976500015469
787,c8bdfd11-66f3-4491-b6bd-aae7eaad7c1a,3301,5/13/2020 12:00:00 AM,tosin.williams, ,Orba 1,ENSBLF08,Udenu,14015,Enugu,EN,GRID,Orba Police Station Udenu Division,7.46121434586541,6.85817289116602
788,d7159a3e-fe32-47c9-a3be-0d54e034e353,3302,5/13/2020 12:00:00 AM,tosin.williams, ,Orba 1,ENSBLF08,Udenu,14015,Enugu,EN,GRID,Ohom Orba Police Station,7.46823092301872,6.86229122406081
789,71984588-a96c-4678-aec5-0e8e9cea7bb8,3303,5/13/2020 12:00:00 AM,tosin.williams, ,Udi Siding / Iva Valley,ENSENU12,Enugu North,14004,Enugu,EN,GRID,Hillcrest Police Post,7.42834500012168,6.44979333289604
790,24ca83be-b29a-452f-8596-3418287cc3ce,3304,5/13/2020 12:00:00 AM,tosin.williams, ,Ikem 2,ENSKEM06,Isi-Uzo,14010,Enugu,EN,GRID,Fight Crime,7.71843224565168,6.77625398143613
791,a82ce040-10f1-44c6-a72c-d3ea98c3330f,3305,5/13/2020 12:00:00 AM,tosin.williams, ,Zanwa,NASLFA13,Lafia,26008,Nasarawa,NA,GRID,Police CID Office Lafia,8.52918166690046,8.4859200002079
792,2532f05e-55e0-44b4-b024-17b86c3db269,3306,5/13/2020 12:00:00 AM,tosin.williams, ,Ndufu Echara,EBSCHR21,Ikwo,11007,Ebonyi,EB,GRID,Ndufu Ameagu Village Police Station,8.15693499965056,6.11326166689247
793,6e7ac9ea-d752-4705-989d-d2d1989dc479,3307,5/13/2020 12:00:00 AM,tosin.williams, ,Ameke,EBSEDA04,Afikpo South,11003,Ebonyi,EB,GRID,Ekoli Police Station Ezi Ekenta,7.84415666729643,5.75229166712677
794,4405494e-3887-4532-b51f-e01444cc0cd7,3308,5/13/2020 12:00:00 AM,tosin.williams, ,Jagun 1,OSSOSO11,Osogbo,30030,Osun,OS,GRID,Nigerian Police Post Owode,4.5886933328311,7.73963500035501
795,c421dee6-88c4-4367-b870-ca2508f09db6,3309,5/13/2020 12:00:00 AM,tosin.williams, ,Amobi,OSSAYE01,Ayedire,30002,Osun,OS,GRID,Police Station Kuta,4.28767999983216,7.64601499979244
796,c5155dca-4be4-46a3-a406-6315154a5568,3310,5/13/2020 12:00:00 AM,tosin.williams, ,Ovonum,CRSBRA02,Obubra,9013,Cross River,CR,GRID,Ofukpa Police Station Apiapum,8.30892333294548,6.00063333296197
797,44874e41-041d-47e8-aec9-b35cb799f62c,3311,5/13/2020 12:00:00 AM,tosin.williams, ,Ebo,CRSCKK14,Yala,9018,Cross River,CR,GRID,Yahe Police Station,8.50313330026165,6.47196500008471
798,0723a8ef-a300-4ded-af63-904fb0e5a9b5,3312,5/13/2020 12:00:00 AM,tosin.williams, ,Sahonrami / Saho-Rami,NISMSG10,Mashegu,27016,Niger,NI,GRID,The Nigeria Police Force,5.41040029174013,9.88868856122815
799,4ebd4a8d-7dda-4122-a12a-0b593cc627e6,3313,5/13/2020 12:00:00 AM,tosin.williams, ,Ibagwa-Nike / Edem,ENSNKW11,Enugu East,14003,Enugu,EN,GRID,Divisional Police Head Quarters Abakpa Nike,7.51532139396721,6.50828578016467
800,60498f56-6229-473e-9284-fe77573480ac,3314,5/13/2020 12:00:00 AM,tosin.williams, ,Achara 2,ENSUWN08,Enugu South,14005,Enugu,EN,GRID,Isuofia Police Post,7.50322333339017,6.41194000013093
801,233e6c2d-8079-4968-ae27-56fa82d953b9,3315,5/13/2020 12:00:00 AM,tosin.williams, ,Umuitodi 1,ENSENZ10,Igbo-Eze North,14008,Enugu,EN,GRID,The Nigeria Police Igbo Eze North Division Ogrute Enugu Ezike,7.44973962968021,6.97329788878659
802,ea4db570-301b-4257-9201-ebac1c33353a,3316,5/13/2020 12:00:00 AM,tosin.williams, ,Popo / Otun Jagun 'A',OSSOSO15,Osogbo,30030,Osun,OS,GRID,Dugbe Police Station,4.55062833293124,7.78205666698165
